date,national_demand,wind_generation,solar_generation
2023-08-15,23513.020833333332,728.7291666666666,2594.7708333333335
2023-08-16,23874.916666666668,396.6875,2773.4375
2023-08-17,23181.354166666668,1808.3541666666667,2438.5625
2023-08-18,23313.583333333332,2704.4166666666665,1114.75
2023-08-19,18695.6875,3501.0416666666665,2488.4375
2023-08-20,19472.416666666668,1628.6041666666667,2582.1041666666665
2023-08-21,22161.916666666668,2372.7291666666665,2388.1458333333335
2023-08-22,22444.791666666668,2012.3333333333333,2582.6666666666665
2023-08-23,23981.333333333332,655.4375,2441.25
2023-08-24,24378.833333333332,755.5,1871.6666666666667
2023-08-25,23185.291666666668,757.9583333333334,2084.3958333333335
2023-08-26,20615.208333333332,626.6458333333334,2133.6875
2023-08-27,20137.104166666668,997.6458333333334,1864.4166666666667
2023-08-28,20964.395833333332,922.4583333333334,1886.1666666666667
2023-08-29,23687.375,1300.4583333333333,1442.5208333333333
2023-08-30,23333.083333333332,1123.5625,2351.75
2023-08-31,24972.8125,614.3333333333334,1515.8333333333333
2023-09-01,24129.5,554.7708333333334,1655.3958333333333
2023-09-02,21237.5625,550.3333333333334,2237.6458333333335
2023-09-03,20072.958333333332,1071.3958333333333,2808.125
2023-09-04,23880.25,867.25,3069.7083333333335
2023-09-05,24770.8125,1167.6875,2986.875
2023-09-06,25927.354166666668,603.4583333333334,2474.0416666666665
2023-09-07,25925.916666666668,547.1666666666666,2390.6875
2023-09-08,25713.604166666668,275.5416666666667,2127.3541666666665
2023-09-09,22874.208333333332,503.875,2464.9375
2023-09-10,23430.5,453.75,1479.125
2023-09-11,25479.208333333332,1061.2916666666667,1607.7916666666667
2023-09-12,26065.6875,948.0416666666666,1075.1458333333333
2023-09-13,24345.791666666668,1120.5833333333333,2184.5416666666665
2023-09-14,24401.583333333332,1461.1875,1732.1666666666667
2023-09-15,24633.0,594.7916666666666,2201.9375
2023-09-16,22186.395833333332,1362.2291666666667,1423.3125
2023-09-17,22254.3125,1585.375,769.4791666666666
2023-09-18,23905.083333333332,2554.375,1572.4375
2023-09-19,24521.583333333332,3490.25,651.4166666666666
2023-09-20,24362.8125,4057.6666666666665,697.5416666666666
2023-09-21,24795.0625,1659.625,1921.9375
2023-09-22,24317.020833333332,1462.5833333333333,1925.6875
2023-09-23,21920.125,1199.9375,2020.4583333333333
2023-09-24,20508.1875,3803.2916666666665,968.875
2023-09-25,22903.75,2899.9791666666665,2267.4166666666665
2023-09-26,24677.3125,2428.2291666666665,1649.3958333333333
2023-09-27,25380.520833333332,2782.8541666666665,764.875
2023-09-28,24510.333333333332,3188.4375,804.3958333333334
2023-09-29,22552.270833333332,2622.5208333333335,2269.3958333333335
2023-09-30,22460.354166666668,1425.2708333333333,1108.6875
2023-10-01,22688.0625,1755.0,857.6458333333334
2023-10-02,26218.583333333332,1076.1041666666667,700.5833333333334
2023-10-03,23956.354166666668,2654.6666666666665,1810.5833333333333
2023-10-04,24350.6875,2690.7916666666665,1362.2708333333333
2023-10-05,25148.229166666668,2318.4166666666665,1091.0416666666667
2023-10-06,23404.0625,2996.5208333333335,1445.1041666666667
2023-10-07,21807.375,1835.8958333333333,1544.7916666666667
2023-10-08,21540.875,1281.6666666666667,1699.1458333333333
2023-10-09,25105.604166666668,791.7916666666666,1574.6458333333333
2023-10-10,24320.6875,2523.2291666666665,1363.1875
2023-10-11,25308.9375,2447.6458333333335,589.25
2023-10-12,27120.375,837.0625,816.9583333333334
2023-10-13,25184.125,2877.6666666666665,823.2083333333334
2023-10-14,21708.104166666668,2572.4166666666665,1932.6458333333333
2023-10-15,23212.708333333332,1155.1875,2162.0208333333335
2023-10-16,28631.729166666668,766.4791666666666,1129.6458333333333
2023-10-17,26742.583333333332,2219.1041666666665,1621.2083333333333
2023-10-18,26403.708333333332,3928.2916666666665,689.3125
2023-10-19,26598.875,2999.2708333333335,732.8333333333334
2023-10-20,26205.041666666668,3618.3541666666665,410.3541666666667
2023-10-21,24563.6875,2089.2708333333335,667.7916666666666
2023-10-22,23743.666666666668,779.8541666666666,1675.3125
2023-10-23,27593.104166666668,1257.8541666666667,854.5416666666666
2023-10-24,28330.625,941.4166666666666,912.9166666666666
2023-10-25,28684.083333333332,964.6666666666666,1085.7083333333333
2023-10-26,28666.583333333332,1313.4375,844.8333333333334
2023-10-27,27565.854166666668,1573.4583333333333,803.8333333333334
2023-10-28,24742.6875,2183.8541666666665,784.3958333333334
2023-10-29,24289.38,2506.16,849.54
2023-10-30,28114.479166666668,1594.125,912.75
2023-10-31,29240.708333333332,1357.125,713.4375
2023-11-01,28037.25,3017.4791666666665,749.875
2023-11-02,29034.291666666668,3055.9583333333335,292.6458333333333
2023-11-03,28177.604166666668,2177.2916666666665,1078.4583333333333
2023-11-04,27362.1875,1115.0,509.3541666666667
2023-11-05,25774.916666666668,1471.7291666666667,1145.6666666666667
2023-11-06,28918.833333333332,1589.3541666666667,1224.6458333333333
2023-11-07,29387.1875,1691.3541666666667,1142.7083333333333
2023-11-08,29899.75,2570.4375,338.8958333333333
2023-11-09,30452.458333333332,1685.9375,855.4166666666666
2023-11-10,30491.208333333332,1340.9166666666667,961.5833333333334
2023-11-11,27782.208333333332,878.7291666666666,1260.0
2023-11-12,28316.041666666668,1402.5833333333333,326.9583333333333
2023-11-13,28161.895833333332,3818.1458333333335,814.2083333333334
2023-11-14,29903.645833333332,2052.6458333333335,371.4583333333333
2023-11-15,29841.0625,1896.8958333333333,949.1666666666666
2023-11-16,32573.395833333332,537.2916666666666,221.5625
2023-11-17,30875.395833333332,798.7916666666666,1005.7916666666666
2023-11-18,26044.708333333332,3121.1666666666665,192.83333333333334
2023-11-19,25380.125,3042.7916666666665,330.5
2023-11-20,29515.125,2010.75,590.9791666666666
2023-11-21,30822.166666666668,1629.5208333333333,340.3541666666667
2023-11-22,29876.979166666668,2956.1458333333335,254.14583333333334
2023-11-23,27921.270833333332,4112.104166666667,723.8541666666666
2023-11-24,29420.5,2735.2708333333335,794.9791666666666
2023-11-25,29906.958333333332,913.2916666666666,1154.7291666666667
2023-11-26,30793.270833333332,617.9166666666666,200.22916666666666
2023-11-27,32639.5,1739.5416666666667,253.9375
2023-11-28,33215.854166666664,901.6458333333334,847.0
2023-11-29,34665.0625,696.4166666666666,770.625
2023-11-30,35367.125,1126.6875,739.1875
2023-12-01,36019.0625,441.9375,840.0
2023-12-02,33826.9375,583.2291666666666,454.7083333333333
2023-12-03,33309.6875,743.0833333333334,119.27083333333333
2023-12-04,34835.229166666664,2193.0625,89.77083333333333
2023-12-05,35294.6875,1169.3333333333333,262.6041666666667
2023-12-06,35108.6875,1569.4583333333333,751.875
2023-12-07,33659.1875,3839.6458333333335,70.5
2023-12-08,32151.479166666668,2402.0833333333335,494.9583333333333
2023-12-09,28241.979166666668,3533.0625,258.3125
2023-12-10,28660.9375,2644.8958333333335,179.58333333333334
2023-12-11,32227.541666666668,1608.4791666666667,476.6666666666667
2023-12-12,32514.604166666668,1727.7916666666667,283.8958333333333
2023-12-13,33237.0,1838.5833333333333,282.9166666666667
2023-12-14,33542.458333333336,1676.5833333333333,293.7916666666667
2023-12-15,31783.979166666668,2173.7708333333335,212.47916666666666
2023-12-16,27283.1875,3351.9791666666665,383.625
2023-12-17,26337.4375,3878.1875,333.0625
2023-12-18,30152.895833333332,2832.6875,120.77083333333333
2023-12-19,30776.520833333332,2762.4791666666665,158.58333333333334
2023-12-20,29479.104166666668,4085.0208333333335,221.25
2023-12-21,27904.6875,5174.8125,267.8125
2023-12-22,26637.291666666668,4263.229166666667,231.47916666666666
2023-12-23,24224.354166666668,4385.270833333333,399.5208333333333
2023-12-24,22971.854166666668,4959.416666666667,147.20833333333334
2023-12-25,22775.75,2815.5416666666665,117.375
2023-12-26,23795.979166666668,1735.8958333333333,482.3333333333333
2023-12-27,25385.958333333332,4401.583333333333,39.583333333333336
2023-12-28,25081.229166666668,4715.25,298.8958333333333
2023-12-29,26254.895833333332,3386.4583333333335,372.2083333333333
2023-12-30,26518.4375,2742.4375,120.83333333333333
2023-12-31,25700.729166666668,2503.6041666666665,332.0833333333333
