datetime,date,settlement_period,national_demand,transmission_system_demand,england_wales_demand,wind_generation,solar_generation,hour,day,month,weekday,is_weekend
2023-02-12 22:30:00,2023-02-12,46,26290,26903,24018,1315,0,22,12,2,Sunday,True
2023-02-12 23:00:00,2023-02-12,47,24601,25628,22396,1298,0,23,12,2,Sunday,True
2023-02-12 23:30:00,2023-02-12,48,23500,24766,21359,1281,0,23,12,2,Sunday,True
2023-02-13 00:00:00,2023-02-13,1,23270,24709,21207,1247,0,0,13,2,Monday,False
2023-02-13 00:30:00,2023-02-13,2,23794,25224,21747,1212,0,0,13,2,Monday,False
2023-02-13 01:00:00,2023-02-13,3,23576,25107,21546,1171,0,1,13,2,Monday,False
2023-02-13 01:30:00,2023-02-13,4,23030,24573,21048,1129,0,1,13,2,Monday,False
2023-02-13 02:00:00,2023-02-13,5,22642,24186,20647,1095,0,2,13,2,Monday,False
2023-02-13 02:30:00,2023-02-13,6,22368,23914,20364,1060,0,2,13,2,Monday,False
2023-02-13 03:00:00,2023-02-13,7,21911,23670,19930,1064,0,3,13,2,Monday,False
2023-02-13 03:30:00,2023-02-13,8,21502,23317,19493,1068,0,3,13,2,Monday,False
2023-02-13 04:00:00,2023-02-13,9,21331,24052,19350,1053,0,4,13,2,Monday,False
2023-02-13 04:30:00,2023-02-13,10,21374,24113,19416,1037,0,4,13,2,Monday,False
2023-02-13 05:00:00,2023-02-13,11,22336,26646,20297,1023,0,5,13,2,Monday,False
2023-02-13 05:30:00,2023-02-13,12,23691,28054,21513,1008,0,5,13,2,Monday,False
2023-02-13 06:00:00,2023-02-13,13,26444,29296,24026,981,0,6,13,2,Monday,False
2023-02-13 06:30:00,2023-02-13,14,28536,31076,25933,954,0,6,13,2,Monday,False
2023-02-13 07:00:00,2023-02-13,15,31504,32113,28657,965,0,7,13,2,Monday,False
2023-02-13 07:30:00,2023-02-13,16,32750,33361,29781,975,33,7,13,2,Monday,False
2023-02-13 08:00:00,2023-02-13,17,34429,35039,31332,1005,312,8,13,2,Monday,False
2023-02-13 08:30:00,2023-02-13,18,35358,35966,32149,1034,844,8,13,2,Monday,False
2023-02-13 09:00:00,2023-02-13,19,35720,36328,32438,1087,1418,9,13,2,Monday,False
2023-02-13 09:30:00,2023-02-13,20,35539,36143,32279,1140,2003,9,13,2,Monday,False
2023-02-13 10:00:00,2023-02-13,21,35247,35849,32040,1153,2681,10,13,2,Monday,False
2023-02-13 10:30:00,2023-02-13,22,34469,35074,31284,1165,3511,10,13,2,Monday,False
2023-02-13 11:00:00,2023-02-13,23,33304,33910,30141,1169,4516,11,13,2,Monday,False
2023-02-13 11:30:00,2023-02-13,24,32521,33128,29362,1173,5395,11,13,2,Monday,False
2023-02-13 12:00:00,2023-02-13,25,31949,32554,28837,1169,5937,12,13,2,Monday,False
2023-02-13 12:30:00,2023-02-13,26,31260,31866,28165,1164,6283,12,13,2,Monday,False
2023-02-13 13:00:00,2023-02-13,27,30702,31308,27623,1153,6433,13,13,2,Monday,False
2023-02-13 13:30:00,2023-02-13,28,30235,30841,27210,1141,6130,13,13,2,Monday,False
2023-02-13 14:00:00,2023-02-13,29,30553,31159,27573,1124,5478,14,13,2,Monday,False
2023-02-13 14:30:00,2023-02-13,30,30999,31605,28034,1106,4664,14,13,2,Monday,False
2023-02-13 15:00:00,2023-02-13,31,31691,32297,28733,1094,3682,15,13,2,Monday,False
2023-02-13 15:30:00,2023-02-13,32,32855,33460,29884,1081,2527,15,13,2,Monday,False
2023-02-13 16:00:00,2023-02-13,33,34226,34831,31183,1065,1306,16,13,2,Monday,False
2023-02-13 16:30:00,2023-02-13,34,35835,36437,32620,1048,309,16,13,2,Monday,False
2023-02-13 17:00:00,2023-02-13,35,37328,37932,33917,1088,3,17,13,2,Monday,False
2023-02-13 17:30:00,2023-02-13,36,38557,39162,35040,1127,0,17,13,2,Monday,False
2023-02-13 18:00:00,2023-02-13,37,39088,39692,35625,1168,0,18,13,2,Monday,False
2023-02-13 18:30:00,2023-02-13,38,39009,39614,35567,1209,0,18,13,2,Monday,False
2023-02-13 19:00:00,2023-02-13,39,38475,39085,35110,1253,0,19,13,2,Monday,False
2023-02-13 19:30:00,2023-02-13,40,37521,38132,34284,1296,0,19,13,2,Monday,False
2023-02-13 20:00:00,2023-02-13,41,35910,36932,32740,1294,0,20,13,2,Monday,False
2023-02-13 20:30:00,2023-02-13,42,34074,35210,31082,1292,0,20,13,2,Monday,False
2023-02-13 21:00:00,2023-02-13,43,32679,34097,29886,1289,0,21,13,2,Monday,False
2023-02-13 21:30:00,2023-02-13,44,31153,32605,28542,1285,0,21,13,2,Monday,False
2023-02-13 22:00:00,2023-02-13,45,29820,31765,27343,1291,0,22,13,2,Monday,False
2023-02-13 22:30:00,2023-02-13,46,28204,30133,25803,1296,0,22,13,2,Monday,False
2023-02-13 23:00:00,2023-02-13,47,26577,27247,24229,1278,0,23,13,2,Monday,False
2023-02-13 23:30:00,2023-02-13,48,25449,26123,23220,1259,0,23,13,2,Monday,False
2023-02-14 00:00:00,2023-02-14,1,25290,26209,23106,1248,0,0,14,2,Tuesday,False
2023-02-14 00:30:00,2023-02-14,2,25699,26627,23616,1236,0,0,14,2,Tuesday,False
2023-02-14 01:00:00,2023-02-14,3,25292,26582,23264,1228,0,1,14,2,Tuesday,False
2023-02-14 01:30:00,2023-02-14,4,24711,26020,22771,1219,0,1,14,2,Tuesday,False
2023-02-14 02:00:00,2023-02-14,5,24404,25958,22448,1214,0,2,14,2,Tuesday,False
2023-02-14 02:30:00,2023-02-14,6,24037,25604,22120,1209,0,2,14,2,Tuesday,False
2023-02-14 03:00:00,2023-02-14,7,23713,25229,21824,1253,0,3,14,2,Tuesday,False
2023-02-14 03:30:00,2023-02-14,8,23474,25031,21574,1297,0,3,14,2,Tuesday,False
2023-02-14 04:00:00,2023-02-14,9,23244,25460,21375,1316,0,4,14,2,Tuesday,False
2023-02-14 04:30:00,2023-02-14,10,23278,25569,21453,1335,0,4,14,2,Tuesday,False
2023-02-14 05:00:00,2023-02-14,11,23947,26542,22122,1347,0,5,14,2,Tuesday,False
2023-02-14 05:30:00,2023-02-14,12,25328,27902,23408,1358,0,5,14,2,Tuesday,False
2023-02-14 06:00:00,2023-02-14,13,28183,30384,25992,1366,0,6,14,2,Tuesday,False
2023-02-14 06:30:00,2023-02-14,14,30366,32534,27972,1374,0,6,14,2,Tuesday,False
2023-02-14 07:00:00,2023-02-14,15,32618,33834,30045,1424,0,7,14,2,Tuesday,False
2023-02-14 07:30:00,2023-02-14,16,33809,34880,31159,1473,70,7,14,2,Tuesday,False
2023-02-14 08:00:00,2023-02-14,17,35123,35729,32284,1499,428,8,14,2,Tuesday,False
2023-02-14 08:30:00,2023-02-14,18,35716,36322,32775,1524,1059,8,14,2,Tuesday,False
2023-02-14 09:00:00,2023-02-14,19,36108,36714,33092,1542,1725,9,14,2,Tuesday,False
2023-02-14 09:30:00,2023-02-14,20,35541,36147,32526,1560,2234,9,14,2,Tuesday,False
2023-02-14 10:00:00,2023-02-14,21,34991,35597,32031,1562,2899,10,14,2,Tuesday,False
2023-02-14 10:30:00,2023-02-14,22,33986,34592,31060,1563,3683,10,14,2,Tuesday,False
2023-02-14 11:00:00,2023-02-14,23,33504,34110,30592,1585,4448,11,14,2,Tuesday,False
2023-02-14 11:30:00,2023-02-14,24,33075,33680,30127,1606,4962,11,14,2,Tuesday,False
2023-02-14 12:00:00,2023-02-14,25,32686,33288,29750,1645,5517,12,14,2,Tuesday,False
2023-02-14 12:30:00,2023-02-14,26,31973,32575,29085,1683,5631,12,14,2,Tuesday,False
2023-02-14 13:00:00,2023-02-14,27,31312,31914,28390,1698,5559,13,14,2,Tuesday,False
2023-02-14 13:30:00,2023-02-14,28,31168,31770,28267,1713,5518,13,14,2,Tuesday,False
2023-02-14 14:00:00,2023-02-14,29,31058,31660,28187,1706,5212,14,14,2,Tuesday,False
2023-02-14 14:30:00,2023-02-14,30,31266,31872,28397,1698,4318,14,14,2,Tuesday,False
2023-02-14 15:00:00,2023-02-14,31,31773,32636,28875,1703,3352,15,14,2,Tuesday,False
2023-02-14 15:30:00,2023-02-14,32,32824,33731,29913,1708,2333,15,14,2,Tuesday,False
2023-02-14 16:00:00,2023-02-14,33,34068,34676,31090,1757,1191,16,14,2,Tuesday,False
2023-02-14 16:30:00,2023-02-14,34,35302,35910,32167,1806,294,16,14,2,Tuesday,False
2023-02-14 17:00:00,2023-02-14,35,37297,37899,34046,1848,7,17,14,2,Tuesday,False
2023-02-14 17:30:00,2023-02-14,36,38849,39450,35505,1889,0,17,14,2,Tuesday,False
2023-02-14 18:00:00,2023-02-14,37,39384,39985,36086,1930,0,18,14,2,Tuesday,False
2023-02-14 18:30:00,2023-02-14,38,38994,39598,35737,1971,0,18,14,2,Tuesday,False
2023-02-14 19:00:00,2023-02-14,39,38021,38633,34907,2020,0,19,14,2,Tuesday,False
2023-02-14 19:30:00,2023-02-14,40,37260,37866,34320,2069,0,19,14,2,Tuesday,False
2023-02-14 20:00:00,2023-02-14,41,35732,36338,32973,2093,0,20,14,2,Tuesday,False
2023-02-14 20:30:00,2023-02-14,42,34360,34968,31797,2117,0,20,14,2,Tuesday,False
2023-02-14 21:00:00,2023-02-14,43,32406,33015,29968,2134,0,21,14,2,Tuesday,False
2023-02-14 21:30:00,2023-02-14,44,30797,31403,28494,2150,0,21,14,2,Tuesday,False
2023-02-14 22:00:00,2023-02-14,45,29047,29920,26849,2153,0,22,14,2,Tuesday,False
2023-02-14 22:30:00,2023-02-14,46,27613,28474,25528,2156,0,22,14,2,Tuesday,False
2023-02-14 23:00:00,2023-02-14,47,25761,26370,23845,2099,0,23,14,2,Tuesday,False
2023-02-14 23:30:00,2023-02-14,48,24637,25247,22820,2042,0,23,14,2,Tuesday,False
2023-02-15 00:00:00,2023-02-15,1,24346,24956,22587,2064,0,0,15,2,Wednesday,False
2023-02-15 00:30:00,2023-02-15,2,24972,25668,23233,2086,0,0,15,2,Wednesday,False
2023-02-15 01:00:00,2023-02-15,3,24512,26054,22831,2087,0,1,15,2,Wednesday,False
2023-02-15 01:30:00,2023-02-15,4,23844,25683,22275,2087,0,1,15,2,Wednesday,False
2023-02-15 02:00:00,2023-02-15,5,23383,25060,21823,2111,0,2,15,2,Wednesday,False
2023-02-15 02:30:00,2023-02-15,6,23038,24873,21490,2134,0,2,15,2,Wednesday,False
2023-02-15 03:00:00,2023-02-15,7,22647,24575,21051,2149,0,3,15,2,Wednesday,False
2023-02-15 03:30:00,2023-02-15,8,22303,24535,20762,2163,0,3,15,2,Wednesday,False
2023-02-15 04:00:00,2023-02-15,9,22081,24502,20570,2186,0,4,15,2,Wednesday,False
2023-02-15 04:30:00,2023-02-15,10,22276,24609,20723,2209,0,4,15,2,Wednesday,False
2023-02-15 05:00:00,2023-02-15,11,22804,25803,21213,2222,0,5,15,2,Wednesday,False
2023-02-15 05:30:00,2023-02-15,12,23908,26785,22290,2235,0,5,15,2,Wednesday,False
2023-02-15 06:00:00,2023-02-15,13,26475,28147,24671,2257,0,6,15,2,Wednesday,False
2023-02-15 06:30:00,2023-02-15,14,28765,30468,26825,2279,0,6,15,2,Wednesday,False
2023-02-15 07:00:00,2023-02-15,15,31029,32181,28868,2313,0,7,15,2,Wednesday,False
2023-02-15 07:30:00,2023-02-15,16,31993,33134,29737,2346,117,7,15,2,Wednesday,False
2023-02-15 08:00:00,2023-02-15,17,33669,34787,31299,2354,706,8,15,2,Wednesday,False
2023-02-15 08:30:00,2023-02-15,18,34093,35215,31537,2362,1574,8,15,2,Wednesday,False
2023-02-15 09:00:00,2023-02-15,19,33908,35164,31225,2346,2555,9,15,2,Wednesday,False
2023-02-15 09:30:00,2023-02-15,20,33204,34536,30498,2330,3501,9,15,2,Wednesday,False
2023-02-15 10:00:00,2023-02-15,21,32382,33653,29628,2323,4360,10,15,2,Wednesday,False
2023-02-15 10:30:00,2023-02-15,22,31819,32927,29003,2315,4937,10,15,2,Wednesday,False
2023-02-15 11:00:00,2023-02-15,23,31403,32313,28567,2329,5129,11,15,2,Wednesday,False
2023-02-15 11:30:00,2023-02-15,24,31246,32005,28450,2342,5254,11,15,2,Wednesday,False
2023-02-15 12:00:00,2023-02-15,25,31464,32072,28693,2456,5081,12,15,2,Wednesday,False
2023-02-15 12:30:00,2023-02-15,26,31861,32469,28822,2570,4691,12,15,2,Wednesday,False
2023-02-15 13:00:00,2023-02-15,27,31744,32351,28922,2599,4359,13,15,2,Wednesday,False
2023-02-15 13:30:00,2023-02-15,28,31464,32070,28967,2627,3802,13,15,2,Wednesday,False
2023-02-15 14:00:00,2023-02-15,29,31715,32321,29248,2568,3320,14,15,2,Wednesday,False
2023-02-15 14:30:00,2023-02-15,30,31946,32551,29546,2509,2677,14,15,2,Wednesday,False
2023-02-15 15:00:00,2023-02-15,31,32649,33256,30167,2431,1857,15,15,2,Wednesday,False
2023-02-15 15:30:00,2023-02-15,32,33396,34000,30831,2353,1167,15,15,2,Wednesday,False
2023-02-15 16:00:00,2023-02-15,33,34259,34875,31580,2293,648,16,15,2,Wednesday,False
2023-02-15 16:30:00,2023-02-15,34,35421,36028,32674,2233,174,16,15,2,Wednesday,False
2023-02-15 17:00:00,2023-02-15,35,37121,37750,34259,2257,4,17,15,2,Wednesday,False
2023-02-15 17:30:00,2023-02-15,36,38364,38981,35411,2280,0,17,15,2,Wednesday,False
2023-02-15 18:00:00,2023-02-15,37,38654,39401,35789,2291,0,18,15,2,Wednesday,False
2023-02-15 18:30:00,2023-02-15,38,37915,38774,35099,2301,0,18,15,2,Wednesday,False
2023-02-15 19:00:00,2023-02-15,39,37088,37886,34405,2266,0,19,15,2,Wednesday,False
2023-02-15 19:30:00,2023-02-15,40,35434,36293,32867,2230,0,19,15,2,Wednesday,False
2023-02-15 20:00:00,2023-02-15,41,34267,35134,31736,2154,0,20,15,2,Wednesday,False
2023-02-15 20:30:00,2023-02-15,42,32989,33887,30584,2077,0,20,15,2,Wednesday,False
2023-02-15 21:00:00,2023-02-15,43,31145,31903,28848,2013,0,21,15,2,Wednesday,False
2023-02-15 21:30:00,2023-02-15,44,29370,30230,27196,1949,0,21,15,2,Wednesday,False
2023-02-15 22:00:00,2023-02-15,45,27711,28639,25647,1893,0,22,15,2,Wednesday,False
2023-02-15 22:30:00,2023-02-15,46,26421,27375,24404,1836,0,22,15,2,Wednesday,False
2023-02-15 23:00:00,2023-02-15,47,24488,25575,22527,1749,0,23,15,2,Wednesday,False
2023-02-15 23:30:00,2023-02-15,48,23539,24813,21580,1662,0,23,15,2,Wednesday,False
2023-02-16 00:00:00,2023-02-16,1,23493,24976,21534,1614,0,0,16,2,Thursday,False
2023-02-16 00:30:00,2023-02-16,2,23992,25478,22011,1565,0,0,16,2,Thursday,False
2023-02-16 01:00:00,2023-02-16,3,23668,25634,21645,1509,0,1,16,2,Thursday,False
2023-02-16 01:30:00,2023-02-16,4,23261,25407,21180,1453,0,1,16,2,Thursday,False
2023-02-16 02:00:00,2023-02-16,5,22742,25128,20643,1410,0,2,16,2,Thursday,False
2023-02-16 02:30:00,2023-02-16,6,22246,24684,20072,1367,0,2,16,2,Thursday,False
2023-02-16 03:00:00,2023-02-16,7,22087,24561,19851,1343,0,3,16,2,Thursday,False
2023-02-16 03:30:00,2023-02-16,8,21797,24328,19551,1318,0,3,16,2,Thursday,False
2023-02-16 04:00:00,2023-02-16,9,21631,24081,19395,1293,0,4,16,2,Thursday,False
2023-02-16 04:30:00,2023-02-16,10,21611,23884,19346,1267,0,4,16,2,Thursday,False
2023-02-16 05:00:00,2023-02-16,11,22378,23670,20015,1256,0,5,16,2,Thursday,False
2023-02-16 05:30:00,2023-02-16,12,23346,24568,20861,1245,0,5,16,2,Thursday,False
2023-02-16 06:00:00,2023-02-16,13,26178,27092,23442,1243,0,6,16,2,Thursday,False
2023-02-16 06:30:00,2023-02-16,14,28522,29623,25561,1240,0,6,16,2,Thursday,False
2023-02-16 07:00:00,2023-02-16,15,30777,32162,27538,1239,0,7,16,2,Thursday,False
2023-02-16 07:30:00,2023-02-16,16,31802,33525,28403,1238,50,7,16,2,Thursday,False
2023-02-16 08:00:00,2023-02-16,17,33944,35529,30411,1254,269,8,16,2,Thursday,False
2023-02-16 08:30:00,2023-02-16,18,34827,36413,31233,1270,544,8,16,2,Thursday,False
2023-02-16 09:00:00,2023-02-16,19,35359,36940,31702,1325,789,9,16,2,Thursday,False
2023-02-16 09:30:00,2023-02-16,20,35449,37037,31746,1380,989,9,16,2,Thursday,False
2023-02-16 10:00:00,2023-02-16,21,35064,36651,31369,1436,1236,10,16,2,Thursday,False
2023-02-16 10:30:00,2023-02-16,22,34926,36512,31268,1491,1535,10,16,2,Thursday,False
2023-02-16 11:00:00,2023-02-16,23,35307,36827,31643,1545,1747,11,16,2,Thursday,False
2023-02-16 11:30:00,2023-02-16,24,35411,36821,31794,1599,1723,11,16,2,Thursday,False
2023-02-16 12:00:00,2023-02-16,25,35595,36785,31989,1674,1719,12,16,2,Thursday,False
2023-02-16 12:30:00,2023-02-16,26,35354,36475,31815,1748,1518,12,16,2,Thursday,False
2023-02-16 13:00:00,2023-02-16,27,34896,35743,31436,1803,1434,13,16,2,Thursday,False
2023-02-16 13:30:00,2023-02-16,28,34302,35019,30946,1857,1355,13,16,2,Thursday,False
2023-02-16 14:00:00,2023-02-16,29,34189,34795,30878,1849,1376,14,16,2,Thursday,False
2023-02-16 14:30:00,2023-02-16,30,34018,34628,30734,1841,1214,14,16,2,Thursday,False
2023-02-16 15:00:00,2023-02-16,31,33792,34399,30512,1834,1096,15,16,2,Thursday,False
2023-02-16 15:30:00,2023-02-16,32,33958,34568,30668,1826,826,15,16,2,Thursday,False
2023-02-16 16:00:00,2023-02-16,33,34554,35164,31207,1788,508,16,16,2,Thursday,False
2023-02-16 16:30:00,2023-02-16,34,35518,36128,32166,1750,171,16,16,2,Thursday,False
2023-02-16 17:00:00,2023-02-16,35,36933,37535,33572,1762,6,17,16,2,Thursday,False
2023-02-16 17:30:00,2023-02-16,36,37999,38601,34596,1773,0,17,16,2,Thursday,False
2023-02-16 18:00:00,2023-02-16,37,37939,38543,34692,1864,0,18,16,2,Thursday,False
2023-02-16 18:30:00,2023-02-16,38,37305,37912,34191,1955,0,18,16,2,Thursday,False
2023-02-16 19:00:00,2023-02-16,39,36459,37068,33554,2075,0,19,16,2,Thursday,False
2023-02-16 19:30:00,2023-02-16,40,34841,35448,32181,2195,0,19,16,2,Thursday,False
2023-02-16 20:00:00,2023-02-16,41,33619,34225,31093,2361,0,20,16,2,Thursday,False
2023-02-16 20:30:00,2023-02-16,42,32040,32646,29698,2527,0,20,16,2,Thursday,False
2023-02-16 21:00:00,2023-02-16,43,30270,30879,28149,2712,0,21,16,2,Thursday,False
2023-02-16 21:30:00,2023-02-16,44,28509,29189,26602,2897,0,21,16,2,Thursday,False
2023-02-16 22:00:00,2023-02-16,45,26542,27657,24875,3125,0,22,16,2,Thursday,False
2023-02-16 22:30:00,2023-02-16,46,24820,26334,23353,3352,0,22,16,2,Thursday,False
2023-02-16 23:00:00,2023-02-16,47,22755,25886,21386,3556,0,23,16,2,Thursday,False
2023-02-16 23:30:00,2023-02-16,48,21955,25724,20669,3760,0,23,16,2,Thursday,False
2023-02-17 00:00:00,2023-02-17,1,21738,26506,20535,3870,0,0,17,2,Friday,False
2023-02-17 00:30:00,2023-02-17,2,21915,26735,20873,3980,0,0,17,2,Friday,False
2023-02-17 01:00:00,2023-02-17,3,21543,26132,20635,4055,0,1,17,2,Friday,False
2023-02-17 01:30:00,2023-02-17,4,20702,25292,19836,4130,0,1,17,2,Friday,False
2023-02-17 02:00:00,2023-02-17,5,19968,25720,19179,4204,0,2,17,2,Friday,False
2023-02-17 02:30:00,2023-02-17,6,19463,25328,18687,4277,0,2,17,2,Friday,False
2023-02-17 03:00:00,2023-02-17,7,18990,25423,18212,4392,0,3,17,2,Friday,False
2023-02-17 03:30:00,2023-02-17,8,18696,25073,17841,4506,0,3,17,2,Friday,False
2023-02-17 04:00:00,2023-02-17,9,18582,24929,17610,4569,0,4,17,2,Friday,False
2023-02-17 04:30:00,2023-02-17,10,18704,24892,17636,4632,0,4,17,2,Friday,False
2023-02-17 05:00:00,2023-02-17,11,19486,24892,18270,4590,0,5,17,2,Friday,False
2023-02-17 05:30:00,2023-02-17,12,20580,25743,19137,4548,0,5,17,2,Friday,False
2023-02-17 06:00:00,2023-02-17,13,23132,26224,21431,4642,0,6,17,2,Friday,False
2023-02-17 06:30:00,2023-02-17,14,24970,27630,23115,4735,0,6,17,2,Friday,False
2023-02-17 07:00:00,2023-02-17,15,27200,28633,25122,4743,0,7,17,2,Friday,False
2023-02-17 07:30:00,2023-02-17,16,28645,29893,26493,4750,66,7,17,2,Friday,False
2023-02-17 08:00:00,2023-02-17,17,30250,30859,28175,4737,361,8,17,2,Friday,False
2023-02-17 08:30:00,2023-02-17,18,30788,31397,28725,4723,878,8,17,2,Friday,False
2023-02-17 09:00:00,2023-02-17,19,31050,31714,29100,4727,1651,9,17,2,Friday,False
2023-02-17 09:30:00,2023-02-17,20,30639,31516,28778,4730,2293,9,17,2,Friday,False
2023-02-17 10:00:00,2023-02-17,21,30110,31289,28297,4678,2394,10,17,2,Friday,False
2023-02-17 10:30:00,2023-02-17,22,29763,31125,28022,4625,2859,10,17,2,Friday,False
2023-02-17 11:00:00,2023-02-17,23,29416,30955,27719,4555,3070,11,17,2,Friday,False
2023-02-17 11:30:00,2023-02-17,24,29299,30884,27616,4484,2923,11,17,2,Friday,False
2023-02-17 12:00:00,2023-02-17,25,29263,30849,27558,4375,3027,12,17,2,Friday,False
2023-02-17 12:30:00,2023-02-17,26,29151,30736,27415,4266,3310,12,17,2,Friday,False
2023-02-17 13:00:00,2023-02-17,27,28861,30446,27085,4110,3354,13,17,2,Friday,False
2023-02-17 13:30:00,2023-02-17,28,28488,30073,26710,3954,3010,13,17,2,Friday,False
2023-02-17 14:00:00,2023-02-17,29,28487,30043,26757,3686,2651,14,17,2,Friday,False
2023-02-17 14:30:00,2023-02-17,30,28628,30071,26894,3417,2217,14,17,2,Friday,False
2023-02-17 15:00:00,2023-02-17,31,29239,30644,27373,3059,1453,15,17,2,Friday,False
2023-02-17 15:30:00,2023-02-17,32,30360,31499,28262,2700,990,15,17,2,Friday,False
2023-02-17 16:00:00,2023-02-17,33,31548,32386,29154,2381,493,16,17,2,Friday,False
2023-02-17 16:30:00,2023-02-17,34,32738,33369,30085,2062,142,16,17,2,Friday,False
2023-02-17 17:00:00,2023-02-17,35,34911,35512,31957,1864,4,17,17,2,Friday,False
2023-02-17 17:30:00,2023-02-17,36,35940,36540,32804,1665,0,17,17,2,Friday,False
2023-02-17 18:00:00,2023-02-17,37,35853,36453,32647,1576,0,18,17,2,Friday,False
2023-02-17 18:30:00,2023-02-17,38,35560,36161,32333,1487,0,18,17,2,Friday,False
2023-02-17 19:00:00,2023-02-17,39,34752,35357,31553,1472,0,19,17,2,Friday,False
2023-02-17 19:30:00,2023-02-17,40,33744,34349,30594,1457,0,19,17,2,Friday,False
2023-02-17 20:00:00,2023-02-17,41,32682,33289,29531,1452,0,20,17,2,Friday,False
2023-02-17 20:30:00,2023-02-17,42,31398,32002,28315,1446,0,20,17,2,Friday,False
2023-02-17 21:00:00,2023-02-17,43,29902,30510,26899,1527,0,21,17,2,Friday,False
2023-02-17 21:30:00,2023-02-17,44,28674,29285,25796,1607,0,21,17,2,Friday,False
2023-02-17 22:00:00,2023-02-17,45,27045,27653,24391,1745,0,22,17,2,Friday,False
2023-02-17 22:30:00,2023-02-17,46,25376,25983,22861,1883,0,22,17,2,Friday,False
2023-02-17 23:00:00,2023-02-17,47,23635,24244,21300,2032,0,23,17,2,Friday,False
2023-02-17 23:30:00,2023-02-17,48,22457,23167,20269,2180,0,23,17,2,Friday,False
2023-02-18 00:00:00,2023-02-18,1,21812,22609,19813,2350,0,0,18,2,Saturday,True
2023-02-18 00:30:00,2023-02-18,2,22307,23377,20351,2519,0,0,18,2,Saturday,True
2023-02-18 01:00:00,2023-02-18,3,21598,22508,19653,2631,0,1,18,2,Saturday,True
2023-02-18 01:30:00,2023-02-18,4,20805,22265,18978,2743,0,1,18,2,Saturday,True
2023-02-18 02:00:00,2023-02-18,5,19882,23072,18158,2884,0,2,18,2,Saturday,True
2023-02-18 02:30:00,2023-02-18,6,19395,22812,17750,3024,0,2,18,2,Saturday,True
2023-02-18 03:00:00,2023-02-18,7,18896,22521,17279,3137,0,3,18,2,Saturday,True
2023-02-18 03:30:00,2023-02-18,8,18335,21995,16779,3250,0,3,18,2,Saturday,True
2023-02-18 04:00:00,2023-02-18,9,17891,22245,16353,3343,0,4,18,2,Saturday,True
2023-02-18 04:30:00,2023-02-18,10,17697,22363,16240,3436,0,4,18,2,Saturday,True
2023-02-18 05:00:00,2023-02-18,11,17870,21410,16384,3437,0,5,18,2,Saturday,True
2023-02-18 05:30:00,2023-02-18,12,18301,21430,16740,3437,0,5,18,2,Saturday,True
2023-02-18 06:00:00,2023-02-18,13,19544,21905,17900,3311,0,6,18,2,Saturday,True
2023-02-18 06:30:00,2023-02-18,14,20438,22318,18680,3185,0,6,18,2,Saturday,True
2023-02-18 07:00:00,2023-02-18,15,21937,22863,20000,3012,0,7,18,2,Saturday,True
2023-02-18 07:30:00,2023-02-18,16,22665,23394,20610,2838,97,7,18,2,Saturday,True
2023-02-18 08:00:00,2023-02-18,17,24489,25208,22215,2695,449,8,18,2,Saturday,True
2023-02-18 08:30:00,2023-02-18,18,25680,26451,23296,2552,925,8,18,2,Saturday,True
2023-02-18 09:00:00,2023-02-18,19,26803,27581,24214,2461,1340,9,18,2,Saturday,True
2023-02-18 09:30:00,2023-02-18,20,27156,27766,24437,2369,1617,9,18,2,Saturday,True
2023-02-18 10:00:00,2023-02-18,21,27294,27898,24403,2313,1905,10,18,2,Saturday,True
2023-02-18 10:30:00,2023-02-18,22,27314,27920,24413,2257,2377,10,18,2,Saturday,True
2023-02-18 11:00:00,2023-02-18,23,27378,28045,24461,2232,2521,11,18,2,Saturday,True
2023-02-18 11:30:00,2023-02-18,24,27623,28340,24679,2207,2707,11,18,2,Saturday,True
2023-02-18 12:00:00,2023-02-18,25,27971,28576,24978,2186,2432,12,18,2,Saturday,True
2023-02-18 12:30:00,2023-02-18,26,27876,28482,24864,2165,2318,12,18,2,Saturday,True
2023-02-18 13:00:00,2023-02-18,27,27856,28462,24880,2138,2010,13,18,2,Saturday,True
2023-02-18 13:30:00,2023-02-18,28,27787,28394,24845,2111,1761,13,18,2,Saturday,True
2023-02-18 14:00:00,2023-02-18,29,27968,28574,25010,2052,1483,14,18,2,Saturday,True
2023-02-18 14:30:00,2023-02-18,30,27893,28499,24988,1993,1387,14,18,2,Saturday,True
2023-02-18 15:00:00,2023-02-18,31,27855,28464,24917,1930,949,15,18,2,Saturday,True
2023-02-18 15:30:00,2023-02-18,32,28164,28779,25230,1866,597,15,18,2,Saturday,True
2023-02-18 16:00:00,2023-02-18,33,29047,29659,26021,1810,340,16,18,2,Saturday,True
2023-02-18 16:30:00,2023-02-18,34,30280,30890,27160,1754,122,16,18,2,Saturday,True
2023-02-18 17:00:00,2023-02-18,35,31939,32545,28671,1775,6,17,18,2,Saturday,True
2023-02-18 17:30:00,2023-02-18,36,33281,33886,29907,1795,0,17,18,2,Saturday,True
2023-02-18 18:00:00,2023-02-18,37,33065,33720,29753,1846,0,18,18,2,Saturday,True
2023-02-18 18:30:00,2023-02-18,38,32580,33251,29302,1897,0,18,18,2,Saturday,True
2023-02-18 19:00:00,2023-02-18,39,31536,32283,28419,1960,0,19,18,2,Saturday,True
