datetime,date,settlement_period,national_demand,transmission_system_demand,england_wales_demand,wind_generation,solar_generation,hour,day,month,weekday,is_weekend
2023-01-01 00:00:00,2023-01-01,1,21043,24680,18995,2815,0,0,1,1,Sunday,True
2023-01-01 00:30:00,2023-01-01,2,21756,25289,19730,2793,0,0,1,1,Sunday,True
2023-01-01 01:00:00,2023-01-01,3,21348,25269,19327,2773,0,1,1,1,Sunday,True
2023-01-01 01:30:00,2023-01-01,4,20586,24574,18589,2753,0,1,1,1,Sunday,True
2023-01-01 02:00:00,2023-01-01,5,19781,24135,17806,2712,0,2,1,1,Sunday,True
2023-01-01 02:30:00,2023-01-01,6,19077,23505,17105,2671,0,2,1,1,Sunday,True
2023-01-01 03:00:00,2023-01-01,7,18511,22969,16459,2615,0,3,1,1,Sunday,True
2023-01-01 03:30:00,2023-01-01,8,17803,22278,15691,2558,0,3,1,1,Sunday,True
2023-01-01 04:00:00,2023-01-01,9,17363,21875,15221,2511,0,4,1,1,Sunday,True
2023-01-01 04:30:00,2023-01-01,10,17096,21654,14936,2464,0,4,1,1,Sunday,True
2023-01-01 05:00:00,2023-01-01,11,17091,22058,14910,2380,0,5,1,1,Sunday,True
2023-01-01 05:30:00,2023-01-01,12,17231,22240,15034,2295,0,5,1,1,Sunday,True
2023-01-01 06:00:00,2023-01-01,13,17748,22680,15545,2226,0,6,1,1,Sunday,True
2023-01-01 06:30:00,2023-01-01,14,18115,23028,15894,2156,0,6,1,1,Sunday,True
2023-01-01 07:00:00,2023-01-01,15,18743,23244,16449,2077,0,7,1,1,Sunday,True
2023-01-01 07:30:00,2023-01-01,16,19085,23490,16805,1997,0,7,1,1,Sunday,True
2023-01-01 08:00:00,2023-01-01,17,19675,23428,17346,1953,0,8,1,1,Sunday,True
2023-01-01 08:30:00,2023-01-01,18,20491,23746,18152,1909,113,8,1,1,Sunday,True
2023-01-01 09:00:00,2023-01-01,19,21442,23464,19046,1888,515,9,1,1,Sunday,True
2023-01-01 09:30:00,2023-01-01,20,22152,23637,19671,1867,871,9,1,1,Sunday,True
2023-01-01 10:00:00,2023-01-01,21,23089,24401,20476,1851,1162,10,1,1,Sunday,True
2023-01-01 10:30:00,2023-01-01,22,23828,24992,21122,1835,1379,10,1,1,Sunday,True
2023-01-01 11:00:00,2023-01-01,23,24677,26040,21847,1839,1453,11,1,1,Sunday,True
2023-01-01 11:30:00,2023-01-01,24,25591,26854,22660,1843,1394,11,1,1,Sunday,True
2023-01-01 12:00:00,2023-01-01,25,26670,27966,23654,1803,1251,12,1,1,Sunday,True
2023-01-01 12:30:00,2023-01-01,26,27296,28553,24203,1762,1107,12,1,1,Sunday,True
2023-01-01 13:00:00,2023-01-01,27,27541,28815,24417,1693,959,13,1,1,Sunday,True
2023-01-01 13:30:00,2023-01-01,28,27670,28993,24548,1624,695,13,1,1,Sunday,True
2023-01-01 14:00:00,2023-01-01,29,27881,29217,24760,1534,512,14,1,1,Sunday,True
2023-01-01 14:30:00,2023-01-01,30,28315,29636,25232,1444,282,14,1,1,Sunday,True
2023-01-01 15:00:00,2023-01-01,31,28818,30336,25684,1377,94,15,1,1,Sunday,True
2023-01-01 15:30:00,2023-01-01,32,29486,30969,26320,1310,8,15,1,1,Sunday,True
2023-01-01 16:00:00,2023-01-01,33,30837,32160,27525,1234,0,16,1,1,Sunday,True
2023-01-01 16:30:00,2023-01-01,34,31927,33230,28510,1158,0,16,1,1,Sunday,True
2023-01-01 17:00:00,2023-01-01,35,32628,34003,29230,1119,0,17,1,1,Sunday,True
2023-01-01 17:30:00,2023-01-01,36,32478,33859,29154,1079,0,17,1,1,Sunday,True
2023-01-01 18:00:00,2023-01-01,37,31740,33007,28532,1044,0,18,1,1,Sunday,True
2023-01-01 18:30:00,2023-01-01,38,31062,32309,27976,1009,0,18,1,1,Sunday,True
2023-01-01 19:00:00,2023-01-01,39,30330,31475,27370,996,0,19,1,1,Sunday,True
2023-01-01 19:30:00,2023-01-01,40,29100,30275,26233,982,0,19,1,1,Sunday,True
2023-01-01 20:00:00,2023-01-01,41,28532,29486,25700,948,0,20,1,1,Sunday,True
2023-01-01 20:30:00,2023-01-01,42,28164,29156,25414,914,0,20,1,1,Sunday,True
2023-01-01 21:00:00,2023-01-01,43,27163,27978,24521,895,0,21,1,1,Sunday,True
2023-01-01 21:30:00,2023-01-01,44,26018,26756,23496,875,0,21,1,1,Sunday,True
2023-01-01 22:00:00,2023-01-01,45,25146,25754,22721,863,0,22,1,1,Sunday,True
2023-01-01 22:30:00,2023-01-01,46,24139,24790,21736,850,0,22,1,1,Sunday,True
2023-01-01 23:00:00,2023-01-01,47,22885,23783,20585,917,0,23,1,1,Sunday,True
2023-01-01 23:30:00,2023-01-01,48,21971,23151,19733,983,0,23,1,1,Sunday,True
2023-01-02 00:00:00,2023-01-02,1,21770,22893,19595,999,0,0,2,1,Monday,False
2023-01-02 00:30:00,2023-01-02,2,22351,23300,20205,1014,0,0,2,1,Monday,False
2023-01-02 01:00:00,2023-01-02,3,21904,22889,19799,1020,0,1,2,1,Monday,False
2023-01-02 01:30:00,2023-01-02,4,21285,22506,19339,1025,0,1,2,1,Monday,False
2023-01-02 02:00:00,2023-01-02,5,20818,22093,19009,1046,0,2,2,1,Monday,False
2023-01-02 02:30:00,2023-01-02,6,20379,22048,18584,1066,0,2,2,1,Monday,False
2023-01-02 03:00:00,2023-01-02,7,19895,21647,18104,1130,0,3,2,1,Monday,False
2023-01-02 03:30:00,2023-01-02,8,19426,21230,17642,1194,0,3,2,1,Monday,False
2023-01-02 04:00:00,2023-01-02,9,19180,20954,17410,1193,0,4,2,1,Monday,False
2023-01-02 04:30:00,2023-01-02,10,19055,20838,17262,1191,0,4,2,1,Monday,False
2023-01-02 05:00:00,2023-01-02,11,19251,20612,17498,1182,0,5,2,1,Monday,False
2023-01-02 05:30:00,2023-01-02,12,19699,20843,17887,1173,0,5,2,1,Monday,False
2023-01-02 06:00:00,2023-01-02,13,20794,21653,18869,1118,0,6,2,1,Monday,False
2023-01-02 06:30:00,2023-01-02,14,21628,22437,19626,1062,0,6,2,1,Monday,False
2023-01-02 07:00:00,2023-01-02,15,22774,23718,20705,1037,0,7,2,1,Monday,False
2023-01-02 07:30:00,2023-01-02,16,23473,24429,21337,1012,0,7,2,1,Monday,False
2023-01-02 08:00:00,2023-01-02,17,24661,25797,22382,989,0,8,2,1,Monday,False
2023-01-02 08:30:00,2023-01-02,18,25655,26758,23320,965,174,8,2,1,Monday,False
2023-01-02 09:00:00,2023-01-02,19,26657,27845,24176,967,791,9,2,1,Monday,False
2023-01-02 09:30:00,2023-01-02,20,27194,28319,24604,968,1599,9,2,1,Monday,False
2023-01-02 10:00:00,2023-01-02,21,27535,28762,24850,982,2489,10,2,1,Monday,False
2023-01-02 10:30:00,2023-01-02,22,27388,28677,24649,996,3211,10,2,1,Monday,False
2023-01-02 11:00:00,2023-01-02,23,27278,28605,24538,1023,3640,11,2,1,Monday,False
2023-01-02 11:30:00,2023-01-02,24,27275,28493,24490,1049,3871,11,2,1,Monday,False
2023-01-02 12:00:00,2023-01-02,25,27529,28700,24735,1046,3932,12,2,1,Monday,False
2023-01-02 12:30:00,2023-01-02,26,27990,29125,25182,1043,3842,12,2,1,Monday,False
2023-01-02 13:00:00,2023-01-02,27,27980,29047,25185,1027,3542,13,2,1,Monday,False
2023-01-02 13:30:00,2023-01-02,28,28076,29104,25305,1011,3154,13,2,1,Monday,False
2023-01-02 14:00:00,2023-01-02,29,28777,29685,26044,973,2516,14,2,1,Monday,False
2023-01-02 14:30:00,2023-01-02,30,29719,30544,26927,934,1627,14,2,1,Monday,False
2023-01-02 15:00:00,2023-01-02,31,30868,31722,27991,944,724,15,2,1,Monday,False
2023-01-02 15:30:00,2023-01-02,32,32294,32962,29381,954,108,15,2,1,Monday,False
2023-01-02 16:00:00,2023-01-02,33,34409,35013,31310,981,0,16,2,1,Monday,False
2023-01-02 16:30:00,2023-01-02,34,36472,37072,33224,1007,0,16,2,1,Monday,False
2023-01-02 17:00:00,2023-01-02,35,37631,38233,34318,1038,0,17,2,1,Monday,False
2023-01-02 17:30:00,2023-01-02,36,38035,38637,34726,1069,0,17,2,1,Monday,False
2023-01-02 18:00:00,2023-01-02,37,37371,37973,34176,1103,0,18,2,1,Monday,False
2023-01-02 18:30:00,2023-01-02,38,36362,36964,33230,1136,0,18,2,1,Monday,False
2023-01-02 19:00:00,2023-01-02,39,35292,35897,32259,1186,0,19,2,1,Monday,False
2023-01-02 19:30:00,2023-01-02,40,34262,34869,31342,1236,0,19,2,1,Monday,False
2023-01-02 20:00:00,2023-01-02,41,33000,33606,30201,1290,0,20,2,1,Monday,False
2023-01-02 20:30:00,2023-01-02,42,31761,32367,29168,1344,0,20,2,1,Monday,False
2023-01-02 21:00:00,2023-01-02,43,30373,30979,27919,1408,0,21,2,1,Monday,False
2023-01-02 21:30:00,2023-01-02,44,29172,29777,26745,1472,0,21,2,1,Monday,False
2023-01-02 22:00:00,2023-01-02,45,27635,28241,25247,1518,0,22,2,1,Monday,False
2023-01-02 22:30:00,2023-01-02,46,25995,26600,23691,1563,0,22,2,1,Monday,False
2023-01-02 23:00:00,2023-01-02,47,24530,25135,22360,1585,0,23,2,1,Monday,False
2023-01-02 23:30:00,2023-01-02,48,23407,24018,21383,1607,0,23,2,1,Monday,False
2023-01-03 00:00:00,2023-01-03,1,23232,23896,21236,1683,0,0,3,1,Tuesday,False
2023-01-03 00:30:00,2023-01-03,2,23574,24239,21710,1759,0,0,3,1,Tuesday,False
2023-01-03 01:00:00,2023-01-03,3,23224,24234,21406,1849,0,1,3,1,Tuesday,False
2023-01-03 01:30:00,2023-01-03,4,22493,23788,20824,1938,0,1,3,1,Tuesday,False
2023-01-03 02:00:00,2023-01-03,5,21919,23402,20371,2054,0,2,3,1,Tuesday,False
2023-01-03 02:30:00,2023-01-03,6,21403,23241,19891,2170,0,2,3,1,Tuesday,False
2023-01-03 03:00:00,2023-01-03,7,20919,22705,19494,2285,0,3,3,1,Tuesday,False
2023-01-03 03:30:00,2023-01-03,8,20312,22109,18956,2399,0,3,3,1,Tuesday,False
2023-01-03 04:00:00,2023-01-03,9,19704,21923,18417,2495,0,4,3,1,Tuesday,False
2023-01-03 04:30:00,2023-01-03,10,19773,22100,18397,2591,0,4,3,1,Tuesday,False
2023-01-03 05:00:00,2023-01-03,11,19967,23246,18656,2704,0,5,3,1,Tuesday,False
2023-01-03 05:30:00,2023-01-03,12,20751,23820,19448,2816,0,5,3,1,Tuesday,False
2023-01-03 06:00:00,2023-01-03,13,22776,24501,21452,2860,0,6,3,1,Tuesday,False
2023-01-03 06:30:00,2023-01-03,14,24743,26341,23436,2903,0,6,3,1,Tuesday,False
2023-01-03 07:00:00,2023-01-03,15,27136,28961,25752,2946,0,7,3,1,Tuesday,False
2023-01-03 07:30:00,2023-01-03,16,29052,30914,27621,2988,0,7,3,1,Tuesday,False
2023-01-03 08:00:00,2023-01-03,17,30720,31846,29126,3040,1,8,3,1,Tuesday,False
2023-01-03 08:30:00,2023-01-03,18,31904,32808,30254,3092,43,8,3,1,Tuesday,False
2023-01-03 09:00:00,2023-01-03,19,33328,34101,31487,3110,145,9,3,1,Tuesday,False
2023-01-03 09:30:00,2023-01-03,20,33905,34555,31948,3128,321,9,3,1,Tuesday,False
2023-01-03 10:00:00,2023-01-03,21,34544,35263,32379,3111,364,10,3,1,Tuesday,False
2023-01-03 10:30:00,2023-01-03,22,34825,35588,32572,3093,440,10,3,1,Tuesday,False
2023-01-03 11:00:00,2023-01-03,23,35410,36369,33135,3069,456,11,3,1,Tuesday,False
2023-01-03 11:30:00,2023-01-03,24,35519,36762,33083,3044,481,11,3,1,Tuesday,False
2023-01-03 12:00:00,2023-01-03,25,35912,37328,33404,3036,594,12,3,1,Tuesday,False
2023-01-03 12:30:00,2023-01-03,26,36086,37491,33486,3028,511,12,3,1,Tuesday,False
2023-01-03 13:00:00,2023-01-03,27,36163,37546,33457,3017,393,13,3,1,Tuesday,False
2023-01-03 13:30:00,2023-01-03,28,35956,37298,33168,3005,366,13,3,1,Tuesday,False
2023-01-03 14:00:00,2023-01-03,29,35651,36743,32882,2993,198,14,3,1,Tuesday,False
2023-01-03 14:30:00,2023-01-03,30,35496,36573,32731,2980,105,14,3,1,Tuesday,False
2023-01-03 15:00:00,2023-01-03,31,35606,36800,32847,2980,21,15,3,1,Tuesday,False
2023-01-03 15:30:00,2023-01-03,32,36009,37065,33222,2979,0,15,3,1,Tuesday,False
2023-01-03 16:00:00,2023-01-03,33,36794,37963,33973,3038,0,16,3,1,Tuesday,False
2023-01-03 16:30:00,2023-01-03,34,37673,38648,34767,3096,0,16,3,1,Tuesday,False
2023-01-03 17:00:00,2023-01-03,35,38090,39167,35094,3168,0,17,3,1,Tuesday,False
2023-01-03 17:30:00,2023-01-03,36,37795,38874,34811,3240,0,17,3,1,Tuesday,False
2023-01-03 18:00:00,2023-01-03,37,36955,37866,34063,3236,0,18,3,1,Tuesday,False
2023-01-03 18:30:00,2023-01-03,38,36002,36812,33177,3231,0,18,3,1,Tuesday,False
2023-01-03 19:00:00,2023-01-03,39,34949,35560,32221,3260,0,19,3,1,Tuesday,False
2023-01-03 19:30:00,2023-01-03,40,33485,34096,30846,3289,0,19,3,1,Tuesday,False
2023-01-03 20:00:00,2023-01-03,41,32185,32794,29614,3283,0,20,3,1,Tuesday,False
2023-01-03 20:30:00,2023-01-03,42,30770,31382,28346,3277,0,20,3,1,Tuesday,False
2023-01-03 21:00:00,2023-01-03,43,29251,29858,27010,3353,0,21,3,1,Tuesday,False
2023-01-03 21:30:00,2023-01-03,44,27650,28287,25516,3429,0,21,3,1,Tuesday,False
2023-01-03 22:00:00,2023-01-03,45,25763,26966,23665,3517,0,22,3,1,Tuesday,False
2023-01-03 22:30:00,2023-01-03,46,24018,26027,22004,3605,0,22,3,1,Tuesday,False
2023-01-03 23:00:00,2023-01-03,47,22280,25720,20511,3656,0,23,3,1,Tuesday,False
2023-01-03 23:30:00,2023-01-03,48,21351,25199,19721,3706,0,23,3,1,Tuesday,False
2023-01-04 00:00:00,2023-01-04,1,20779,25119,19367,3799,0,0,4,1,Wednesday,False
2023-01-04 00:30:00,2023-01-04,2,21200,25503,19879,3892,0,0,4,1,Wednesday,False
2023-01-04 01:00:00,2023-01-04,3,20778,25573,19512,3920,0,1,4,1,Wednesday,False
2023-01-04 01:30:00,2023-01-04,4,20273,25088,19071,3947,0,1,4,1,Wednesday,False
2023-01-04 02:00:00,2023-01-04,5,19761,25210,18591,3993,0,2,4,1,Wednesday,False
2023-01-04 02:30:00,2023-01-04,6,19368,24976,18256,4038,0,2,4,1,Wednesday,False
2023-01-04 03:00:00,2023-01-04,7,19065,24701,17976,4057,0,3,4,1,Wednesday,False
2023-01-04 03:30:00,2023-01-04,8,18572,24185,17570,4075,0,3,4,1,Wednesday,False
2023-01-04 04:00:00,2023-01-04,9,18277,24514,17383,4071,0,4,4,1,Wednesday,False
2023-01-04 04:30:00,2023-01-04,10,18331,24675,17511,4066,0,4,4,1,Wednesday,False
2023-01-04 05:00:00,2023-01-04,11,18887,25204,18040,4106,0,5,4,1,Wednesday,False
2023-01-04 05:30:00,2023-01-04,12,19571,25584,18637,4145,0,5,4,1,Wednesday,False
2023-01-04 06:00:00,2023-01-04,13,21802,25147,20686,4097,0,6,4,1,Wednesday,False
2023-01-04 06:30:00,2023-01-04,14,23982,26500,22744,4048,0,6,4,1,Wednesday,False
2023-01-04 07:00:00,2023-01-04,15,26560,27498,25073,4022,0,7,4,1,Wednesday,False
2023-01-04 07:30:00,2023-01-04,16,28346,29144,26698,3996,0,7,4,1,Wednesday,False
2023-01-04 08:00:00,2023-01-04,17,29874,30810,28018,3970,0,8,4,1,Wednesday,False
2023-01-04 08:30:00,2023-01-04,18,30537,31186,28568,3944,80,8,4,1,Wednesday,False
2023-01-04 09:00:00,2023-01-04,19,31367,32181,29295,3956,341,9,4,1,Wednesday,False
2023-01-04 09:30:00,2023-01-04,20,31452,32247,29332,3968,699,9,4,1,Wednesday,False
2023-01-04 10:00:00,2023-01-04,21,31498,32331,29309,3976,1076,10,4,1,Wednesday,False
2023-01-04 10:30:00,2023-01-04,22,31397,32279,29155,3983,1277,10,4,1,Wednesday,False
2023-01-04 11:00:00,2023-01-04,23,31300,32224,29038,3976,1625,11,4,1,Wednesday,False
2023-01-04 11:30:00,2023-01-04,24,31346,32168,29013,3968,1696,11,4,1,Wednesday,False
2023-01-04 12:00:00,2023-01-04,25,31742,32452,29342,3934,1520,12,4,1,Wednesday,False
2023-01-04 12:30:00,2023-01-04,26,31583,32344,29138,3899,1919,12,4,1,Wednesday,False
2023-01-04 13:00:00,2023-01-04,27,31479,32265,28935,3868,2090,13,4,1,Wednesday,False
2023-01-04 13:30:00,2023-01-04,28,31223,31928,28598,3837,1397,13,4,1,Wednesday,False
2023-01-04 14:00:00,2023-01-04,29,31566,32227,28898,3785,1182,14,4,1,Wednesday,False
2023-01-04 14:30:00,2023-01-04,30,31915,32528,29176,3732,865,14,4,1,Wednesday,False
2023-01-04 15:00:00,2023-01-04,31,32500,33109,29684,3684,354,15,4,1,Wednesday,False
2023-01-04 15:30:00,2023-01-04,32,33489,34095,30634,3635,42,15,4,1,Wednesday,False
2023-01-04 16:00:00,2023-01-04,33,34862,35513,31838,3580,0,16,4,1,Wednesday,False
2023-01-04 16:30:00,2023-01-04,34,36335,36939,33106,3524,0,16,4,1,Wednesday,False
2023-01-04 17:00:00,2023-01-04,35,36808,37471,33521,3481,0,17,4,1,Wednesday,False
2023-01-04 17:30:00,2023-01-04,36,36877,37698,33631,3438,0,17,4,1,Wednesday,False
2023-01-04 18:00:00,2023-01-04,37,36322,37267,33142,3353,0,18,4,1,Wednesday,False
2023-01-04 18:30:00,2023-01-04,38,35530,36532,32443,3267,0,18,4,1,Wednesday,False
2023-01-04 19:00:00,2023-01-04,39,34588,35797,31594,3219,0,19,4,1,Wednesday,False
2023-01-04 19:30:00,2023-01-04,40,33452,34735,30615,3170,0,19,4,1,Wednesday,False
2023-01-04 20:00:00,2023-01-04,41,32276,33706,29482,3095,0,20,4,1,Wednesday,False
2023-01-04 20:30:00,2023-01-04,42,30857,32380,28194,3019,0,20,4,1,Wednesday,False
2023-01-04 21:00:00,2023-01-04,43,29374,30790,26801,2970,0,21,4,1,Wednesday,False
2023-01-04 21:30:00,2023-01-04,44,27933,29420,25511,2921,0,21,4,1,Wednesday,False
2023-01-04 22:00:00,2023-01-04,45,26490,27984,24188,2841,0,22,4,1,Wednesday,False
2023-01-04 22:30:00,2023-01-04,46,25111,26911,22829,2761,0,22,4,1,Wednesday,False
2023-01-04 23:00:00,2023-01-04,47,23331,25822,21139,2637,0,23,4,1,Wednesday,False
2023-01-04 23:30:00,2023-01-04,48,22457,25438,20324,2512,0,23,4,1,Wednesday,False
2023-01-05 00:00:00,2023-01-05,1,22173,25276,20104,2413,0,0,5,1,Thursday,False
2023-01-05 00:30:00,2023-01-05,2,22613,25625,20609,2313,0,0,5,1,Thursday,False
2023-01-05 01:00:00,2023-01-05,3,22418,25568,20445,2205,0,1,5,1,Thursday,False
2023-01-05 01:30:00,2023-01-05,4,21941,25165,19997,2096,0,1,5,1,Thursday,False
2023-01-05 02:00:00,2023-01-05,5,21697,25042,19789,2023,0,2,5,1,Thursday,False
2023-01-05 02:30:00,2023-01-05,6,21449,24791,19526,1949,0,2,5,1,Thursday,False
2023-01-05 03:00:00,2023-01-05,7,21016,23944,19104,1913,0,3,5,1,Thursday,False
2023-01-05 03:30:00,2023-01-05,8,20715,23659,18793,1877,0,3,5,1,Thursday,False
2023-01-05 04:00:00,2023-01-05,9,20679,23143,18776,1772,0,4,5,1,Thursday,False
2023-01-05 04:30:00,2023-01-05,10,20893,23112,18920,1666,0,4,5,1,Thursday,False
2023-01-05 05:00:00,2023-01-05,11,21513,22932,19519,1560,0,5,5,1,Thursday,False
2023-01-05 05:30:00,2023-01-05,12,22513,23516,20433,1453,0,5,5,1,Thursday,False
2023-01-05 06:00:00,2023-01-05,13,24955,25597,22685,1410,0,6,5,1,Thursday,False
2023-01-05 06:30:00,2023-01-05,14,27210,27874,24755,1366,0,6,5,1,Thursday,False
2023-01-05 07:00:00,2023-01-05,15,29860,30669,27191,1363,0,7,5,1,Thursday,False
2023-01-05 07:30:00,2023-01-05,16,31739,32639,29011,1360,0,7,5,1,Thursday,False
2023-01-05 08:00:00,2023-01-05,17,33115,33880,30266,1377,1,8,5,1,Thursday,False
2023-01-05 08:30:00,2023-01-05,18,33635,34267,30710,1393,65,8,5,1,Thursday,False
2023-01-05 09:00:00,2023-01-05,19,34417,35024,31408,1514,283,9,5,1,Thursday,False
2023-01-05 09:30:00,2023-01-05,20,34663,35269,31602,1634,543,9,5,1,Thursday,False
2023-01-05 10:00:00,2023-01-05,21,34478,35084,31385,1743,682,10,5,1,Thursday,False
2023-01-05 10:30:00,2023-01-05,22,34708,35316,31563,1852,1038,10,5,1,Thursday,False
2023-01-05 11:00:00,2023-01-05,23,34659,35267,31500,2012,1184,11,5,1,Thursday,False
2023-01-05 11:30:00,2023-01-05,24,34429,35036,31299,2171,1284,11,5,1,Thursday,False
2023-01-05 12:00:00,2023-01-05,25,34293,34900,31195,2309,1200,12,5,1,Thursday,False
2023-01-05 12:30:00,2023-01-05,26,34484,35091,31436,2446,1093,12,5,1,Thursday,False
2023-01-05 13:00:00,2023-01-05,27,34114,35301,31154,2550,1186,13,5,1,Thursday,False
2023-01-05 13:30:00,2023-01-05,28,33895,35159,31062,2653,1002,13,5,1,Thursday,False
2023-01-05 14:00:00,2023-01-05,29,33692,35302,31042,2751,640,14,5,1,Thursday,False
2023-01-05 14:30:00,2023-01-05,30,33383,35053,30854,2848,473,14,5,1,Thursday,False
2023-01-05 15:00:00,2023-01-05,31,33152,34999,30761,2960,245,15,5,1,Thursday,False
2023-01-05 15:30:00,2023-01-05,32,34056,35934,31693,3071,48,15,5,1,Thursday,False
2023-01-05 16:00:00,2023-01-05,33,35293,37507,32878,3196,0,16,5,1,Thursday,False
2023-01-05 16:30:00,2023-01-05,34,36439,38716,33976,3320,0,16,5,1,Thursday,False
2023-01-05 17:00:00,2023-01-05,35,36840,38924,34266,3420,0,17,5,1,Thursday,False
2023-01-05 17:30:00,2023-01-05,36,36715,38816,34210,3520,0,17,5,1,Thursday,False
2023-01-05 18:00:00,2023-01-05,37,35961,38139,33681,3562,0,18,5,1,Thursday,False
2023-01-05 18:30:00,2023-01-05,38,34941,37144,32723,3604,0,18,5,1,Thursday,False
2023-01-05 19:00:00,2023-01-05,39,34003,34612,31929,3627,0,19,5,1,Thursday,False
2023-01-05 19:30:00,2023-01-05,40,32382,32987,30398,3649,0,19,5,1,Thursday,False
2023-01-05 20:00:00,2023-01-05,41,31308,31994,29419,3685,0,20,5,1,Thursday,False
2023-01-05 20:30:00,2023-01-05,42,29977,30787,28188,3721,0,20,5,1,Thursday,False
2023-01-05 21:00:00,2023-01-05,43,28556,29257,26927,3719,0,21,5,1,Thursday,False
2023-01-05 21:30:00,2023-01-05,44,26984,27684,25499,3716,0,21,5,1,Thursday,False
2023-01-05 22:00:00,2023-01-05,45,25255,26667,23886,3694,0,22,5,1,Thursday,False
2023-01-05 22:30:00,2023-01-05,46,23916,25763,22668,3672,0,22,5,1,Thursday,False
2023-01-05 23:00:00,2023-01-05,47,22319,26323,21170,3633,0,23,5,1,Thursday,False
2023-01-05 23:30:00,2023-01-05,48,21394,26038,20316,3594,0,23,5,1,Thursday,False
2023-01-06 00:00:00,2023-01-06,1,21067,26052,20057,3594,0,0,6,1,Friday,False
2023-01-06 00:30:00,2023-01-06,2,21563,26825,20613,3594,0,0,6,1,Friday,False
2023-01-06 01:00:00,2023-01-06,3,21177,26188,20279,3538,0,1,6,1,Friday,False
2023-01-06 01:30:00,2023-01-06,4,20581,25607,19753,3481,0,1,6,1,Friday,False
2023-01-06 02:00:00,2023-01-06,5,20179,25356,19441,3495,0,2,6,1,Friday,False
2023-01-06 02:30:00,2023-01-06,6,19887,25263,19145,3509,0,2,6,1,Friday,False
2023-01-06 03:00:00,2023-01-06,7,19641,25637,18911,3528,0,3,6,1,Friday,False
2023-01-06 03:30:00,2023-01-06,8,19295,25513,18524,3547,0,3,6,1,Friday,False
2023-01-06 04:00:00,2023-01-06,9,18865,24880,18211,3533,0,4,6,1,Friday,False
2023-01-06 04:30:00,2023-01-06,10,18714,24624,18115,3518,0,4,6,1,Friday,False
2023-01-06 05:00:00,2023-01-06,11,19373,24098,18690,3519,0,5,6,1,Friday,False
2023-01-06 05:30:00,2023-01-06,12,20225,24654,19527,3519,0,5,6,1,Friday,False
2023-01-06 06:00:00,2023-01-06,13,22760,25815,21867,3487,0,6,6,1,Friday,False
2023-01-06 06:30:00,2023-01-06,14,24900,27232,23897,3454,0,6,6,1,Friday,False
2023-01-06 07:00:00,2023-01-06,15,27715,28943,26429,3432,0,7,6,1,Friday,False
2023-01-06 07:30:00,2023-01-06,16,29658,31109,28256,3409,0,7,6,1,Friday,False
2023-01-06 08:00:00,2023-01-06,17,31003,32581,29418,3386,8,8,6,1,Friday,False
2023-01-06 08:30:00,2023-01-06,18,31673,33263,29989,3363,323,8,6,1,Friday,False
2023-01-06 09:00:00,2023-01-06,19,32327,33917,30524,3309,904,9,6,1,Friday,False
2023-01-06 09:30:00,2023-01-06,20,32390,33978,30512,3254,1404,9,6,1,Friday,False
2023-01-06 10:00:00,2023-01-06,21,32346,33932,30416,3217,1886,10,6,1,Friday,False
2023-01-06 10:30:00,2023-01-06,22,32165,33734,30225,3179,2423,10,6,1,Friday,False
2023-01-06 11:00:00,2023-01-06,23,31994,33435,30035,3143,2373,11,6,1,Friday,False
2023-01-06 11:30:00,2023-01-06,24,31974,33308,30004,3107,2617,11,6,1,Friday,False
2023-01-06 12:00:00,2023-01-06,25,32502,33569,30393,3012,2650,12,6,1,Friday,False
2023-01-06 12:30:00,2023-01-06,26,32518,33516,30299,2917,2106,12,6,1,Friday,False
2023-01-06 13:00:00,2023-01-06,27,32522,33369,30207,2763,1953,13,6,1,Friday,False
2023-01-06 13:30:00,2023-01-06,28,32341,33078,29962,2609,1685,13,6,1,Friday,False
2023-01-06 14:00:00,2023-01-06,29,32587,33194,30100,2470,1023,14,6,1,Friday,False
2023-01-06 14:30:00,2023-01-06,30,32812,33417,30189,2330,600,14,6,1,Friday,False
2023-01-06 15:00:00,2023-01-06,31,33410,34012,30638,2288,255,15,6,1,Friday,False
2023-01-06 15:30:00,2023-01-06,32,34347,34949,31379,2245,33,15,6,1,Friday,False
2023-01-06 16:00:00,2023-01-06,33,35686,36288,32535,2291,0,16,6,1,Friday,False
2023-01-06 16:30:00,2023-01-06,34,36868,37470,33660,2337,0,16,6,1,Friday,False
2023-01-06 17:00:00,2023-01-06,35,37247,37849,33927,2379,0,17,6,1,Friday,False
2023-01-06 17:30:00,2023-01-06,36,37092,37694,33817,2421,0,17,6,1,Friday,False
2023-01-06 18:00:00,2023-01-06,37,36464,37065,33341,2485,0,18,6,1,Friday,False
2023-01-06 18:30:00,2023-01-06,38,35674,36276,32635,2548,0,18,6,1,Friday,False
2023-01-06 19:00:00,2023-01-06,39,34542,35149,31655,2661,0,19,6,1,Friday,False
2023-01-06 19:30:00,2023-01-06,40,32817,33423,30088,2773,0,19,6,1,Friday,False
2023-01-06 20:00:00,2023-01-06,41,31428,32053,28800,2881,0,20,6,1,Friday,False
2023-01-06 20:30:00,2023-01-06,42,30059,30793,27621,2988,0,20,6,1,Friday,False
2023-01-06 21:00:00,2023-01-06,43,28359,29323,26040,3119,0,21,6,1,Friday,False
