date,national_demand,wind_generation,solar_generation,daily_average_forecast_carbon_intensity,daily_average_actual_carbon_intensity,sap_actual_p_per_kwh,sap_7day_rolling_average_p_per_kwh,day,month,weekday,weekday_number,is_weekend
2023-08-01,22746.833333333332,1554.0208333333333,2014.0416666666667,149.375,148.72916666666666,2.2661,2.2894,1,8,Tuesday,1,False
2023-08-02,22979.4375,2087.5208333333335,1643.3333333333333,105.33333333333333,104.85416666666667,2.3286,2.223,2,8,Wednesday,2,False
2023-08-03,22583.770833333332,1859.0625,2150.5208333333335,115.72916666666667,117.52083333333333,2.5563,2.1955,3,8,Thursday,3,False
2023-08-04,22690.104166666668,1117.1041666666667,1823.6875,187.10416666666666,188.16666666666666,2.4855,2.2206,4,8,Friday,4,False
2023-08-05,21168.958333333332,1417.8958333333333,1136.875,168.4375,165.91666666666666,2.4197,2.2635,5,8,Saturday,5,True
2023-08-06,19489.041666666668,1276.9375,2547.4375,99.22916666666667,101.91666666666667,2.4008,2.3153,6,8,Sunday,6,True
2023-08-07,21856.416666666668,1162.2708333333333,2722.8958333333335,144.75,144.91666666666666,2.4033,2.366,7,8,Monday,0,False
2023-08-08,23460.625,1439.2083333333333,1655.8958333333333,149.25,150.125,2.4525,2.4086,8,8,Tuesday,1,False
2023-08-09,23132.729166666668,803.3125,2817.1041666666665,191.8125,192.41666666666666,2.9852,2.4352,9,8,Wednesday,2,False
2023-08-10,23485.833333333332,917.2291666666666,2901.4791666666665,196.89583333333334,197.08333333333334,2.9459,2.529,10,8,Thursday,3,False
2023-08-11,21833.916666666668,2196.25,2723.0833333333335,108.375,117.16666666666667,2.7892,2.5847,11,8,Friday,4,False
2023-08-12,19464.6875,2722.5833333333335,1929.1875,89.0,96.95833333333333,2.7947,2.6281,12,8,Saturday,5,True
2023-08-13,19824.916666666668,1791.8125,1945.4166666666667,109.77083333333333,118.10416666666667,2.9078,2.6817,13,8,Sunday,6,True
2023-08-14,23723.833333333332,1404.875,1516.1041666666667,163.70833333333334,163.35416666666666,2.8159,2.7541,14,8,Monday,0,False
2023-08-15,23513.020833333332,728.7291666666666,2594.7708333333335,200.14583333333334,200.39583333333334,3.0605,2.813,15,8,Tuesday,1,False
2023-08-16,23874.916666666668,396.6875,2773.4375,235.08333333333334,228.70833333333334,3.0187,2.8999,16,8,Wednesday,2,False
2023-08-17,23181.354166666668,1808.3541666666667,2438.5625,157.875,157.45833333333334,2.8874,2.9047,17,8,Thursday,3,False
2023-08-18,23313.583333333332,2704.4166666666665,1114.75,129.60416666666666,135.375,2.9167,2.8963,18,8,Friday,4,False
2023-08-19,18695.6875,3501.0416666666665,2488.4375,88.6875,89.375,3.0703,2.9145,19,8,Saturday,5,True
2023-08-20,19472.416666666668,1628.6041666666667,2582.1041666666665,124.52083333333333,129.72916666666666,3.3067,2.9539,20,8,Sunday,6,True
2023-08-21,22161.916666666668,2372.7291666666665,2388.1458333333335,138.66666666666666,148.0625,3.3353,3.0109,21,8,Monday,0,False
2023-08-22,22444.791666666668,2012.3333333333333,2582.6666666666665,172.22916666666666,179.72916666666666,3.6002,3.0851,22,8,Tuesday,1,False
2023-08-23,23981.333333333332,655.4375,2441.25,227.625,240.6875,3.2802,3.1622,23,8,Wednesday,2,False
2023-08-24,24378.833333333332,755.5,1871.6666666666667,225.9375,232.64583333333334,2.8656,3.1995,24,8,Thursday,3,False
2023-08-25,23185.291666666668,757.9583333333334,2084.3958333333335,211.1875,216.75,2.8888,3.1964,25,8,Friday,4,False
2023-08-26,20615.208333333332,626.6458333333334,2133.6875,175.8125,174.52083333333334,2.9721,3.1924,26,8,Saturday,5,True
2023-08-27,20137.104166666668,997.6458333333334,1864.4166666666667,133.16666666666666,132.20833333333334,2.9199,3.1784,27,8,Sunday,6,True
2023-08-28,20964.395833333332,922.4583333333334,1886.1666666666667,169.91666666666666,174.20833333333334,3.1787,3.1232,28,8,Monday,0,False
2023-08-29,23687.375,1300.4583333333333,1442.5208333333333,173.79166666666666,173.41666666666666,3.1241,3.1008,29,8,Tuesday,1,False
2023-08-30,23333.083333333332,1123.5625,2351.75,166.5,170.47916666666666,3.0792,3.0328,30,8,Wednesday,2,False
2023-08-31,24972.8125,614.3333333333334,1515.8333333333333,218.95833333333334,215.47916666666666,2.9442,3.0041,31,8,Thursday,3,False
2023-09-01,24129.5,554.7708333333334,1655.3958333333333,221.27083333333334,218.75,3.0157,3.0153,1,9,Friday,4,False
2023-09-02,21237.5625,550.3333333333334,2237.6458333333335,190.39583333333334,185.14583333333334,3.0688,3.0334,2,9,Saturday,5,True
2023-09-03,20072.958333333332,1071.3958333333333,2808.125,130.14583333333334,126.5625,3.0491,3.0472,3,9,Sunday,6,True
2023-09-04,23880.25,867.25,3069.7083333333335,176.1875,172.375,2.8197,3.0657,4,9,Monday,0,False
2023-09-05,24770.8125,1167.6875,2986.875,194.375,195.20833333333334,2.7611,3.0144,5,9,Tuesday,1,False
2023-09-06,25927.354166666668,603.4583333333334,2474.0416666666665,218.52083333333334,219.22916666666666,2.6865,2.9625,6,9,Wednesday,2,False
2023-09-07,25925.916666666668,547.1666666666666,2390.6875,231.8125,229.41666666666666,2.6797,2.9064,7,9,Thursday,3,False
2023-09-08,25713.604166666668,275.5416666666667,2127.3541666666665,253.64583333333334,251.3125,2.8402,2.8687,8,9,Friday,4,False
2023-09-09,22874.208333333332,503.875,2464.9375,205.29166666666666,202.1875,3.0924,2.8436,9,9,Saturday,5,True
2023-09-10,23430.5,453.75,1479.125,216.22916666666666,211.3125,3.1562,2.847,10,9,Sunday,6,True
2023-09-11,25479.208333333332,1061.2916666666667,1607.7916666666667,213.875,215.64583333333334,3.1864,2.8623,11,9,Monday,0,False
2023-09-12,26065.6875,948.0416666666666,1075.1458333333333,229.9375,231.625,3.0152,2.9146,12,9,Tuesday,1,False
2023-09-13,24345.791666666668,1120.5833333333333,2184.5416666666665,178.47916666666666,181.95833333333334,3.1623,2.9509,13,9,Wednesday,2,False
2023-09-14,24401.583333333332,1461.1875,1732.1666666666667,182.41666666666666,186.20833333333334,3.1582,3.0189,14,9,Thursday,3,False
2023-09-15,24633.0,594.7916666666666,2201.9375,203.29166666666666,195.04166666666666,3.1734,3.0873,15,9,Friday,4,False
2023-09-16,22186.395833333332,1362.2291666666667,1423.3125,143.39583333333334,142.77083333333334,3.2499,3.1349,16,9,Saturday,5,True
2023-09-17,22254.3125,1585.375,769.4791666666666,126.97916666666667,125.875,3.2215,3.1574,17,9,Sunday,6,True
2023-09-18,23905.083333333332,2554.375,1572.4375,69.20833333333333,67.08333333333333,3.0382,3.1667,18,9,Monday,0,False
2023-09-19,24521.583333333332,3490.25,651.4166666666666,59.833333333333336,61.1875,3.1978,3.1455,19,9,Tuesday,1,False
2023-09-20,24362.8125,4057.6666666666665,697.5416666666666,78.6875,71.8125,3.2031,3.1716,20,9,Wednesday,2,False
2023-09-21,24795.0625,1659.625,1921.9375,149.6875,146.125,3.324,3.1774,21,9,Thursday,3,False
2023-09-22,24317.020833333332,1462.5833333333333,1925.6875,137.6875,133.6875,3.4909,3.2011,22,9,Friday,4,False
2023-09-23,21920.125,1199.9375,2020.4583333333333,138.02083333333334,136.9375,3.4761,3.2465,23,9,Saturday,5,True
2023-09-24,20508.1875,3803.2916666666665,968.875,56.666666666666664,59.041666666666664,3.471,3.2788,24,9,Sunday,6,True
2023-09-25,22903.75,2899.9791666666665,2267.4166666666665,107.1875,117.625,3.5758,3.3144,25,9,Monday,0,False
2023-09-26,24677.3125,2428.2291666666665,1649.3958333333333,127.64583333333333,146.41666666666666,3.3762,3.3912,26,9,Tuesday,1,False
2023-09-27,25380.520833333332,2782.8541666666665,764.875,138.97916666666666,137.58333333333334,3.48,3.4167,27,9,Wednesday,2,False
2023-09-28,24510.333333333332,3188.4375,804.3958333333334,95.85416666666667,106.35416666666667,3.4764,3.4562,28,9,Thursday,3,False
2023-09-29,22552.270833333332,2622.5208333333335,2269.3958333333335,101.60416666666667,105.39583333333333,3.3627,3.4781,29,9,Friday,4,False
2023-09-30,22460.354166666668,1425.2708333333333,1108.6875,162.75,161.66666666666666,3.3641,3.4597,30,9,Saturday,5,True
2023-10-01,22688.0625,1755.0,857.6458333333334,113.0,118.60416666666667,3.3464,3.4437,1,10,Sunday,6,True
2023-10-02,26218.583333333332,1076.1041666666667,700.5833333333334,204.83333333333334,196.4375,2.9765,3.4259,2,10,Monday,0,False
2023-10-03,23956.354166666668,2654.6666666666665,1810.5833333333333,65.25,66.9375,2.5349,3.3403,3,10,Tuesday,1,False
2023-10-04,24350.6875,2690.7916666666665,1362.2708333333333,79.5,83.54166666666667,2.5818,3.2201,4,10,Wednesday,2,False
2023-10-05,25148.229166666668,2318.4166666666665,1091.0416666666667,117.25,120.27083333333333,2.302,3.0918,5,10,Thursday,3,False
2023-10-06,23404.0625,2996.5208333333335,1445.1041666666667,74.79166666666667,77.125,2.7031,2.9241,6,10,Friday,4,False
2023-10-07,21807.375,1835.8958333333333,1544.7916666666667,88.95833333333333,90.14583333333333,2.8659,2.8298,7,10,Saturday,5,True
2023-10-08,21540.875,1281.6666666666667,1699.1458333333333,129.54166666666666,135.20833333333334,2.987,2.7587,8,10,Sunday,6,True
2023-10-09,25105.604166666668,791.7916666666666,1574.6458333333333,204.66666666666666,204.70833333333334,3.1121,2.7073,9,10,Monday,0,False
2023-10-10,24320.6875,2523.2291666666665,1363.1875,118.52083333333333,120.58333333333333,3.6963,2.7267,10,10,Tuesday,1,False
2023-10-11,25308.9375,2447.6458333333335,589.25,112.3125,119.0,3.8806,2.8926,11,10,Wednesday,2,False
2023-10-12,27120.375,837.0625,816.9583333333334,222.70833333333334,226.27083333333334,4.1613,3.0781,12,10,Thursday,3,False
2023-10-13,25184.125,2877.6666666666665,823.2083333333334,72.5,88.64583333333333,4.5498,3.3438,13,10,Friday,4,False
2023-10-14,21708.104166666668,2572.4166666666665,1932.6458333333333,62.5,69.70833333333333,4.5149,3.6076,14,10,Saturday,5,True
2023-10-15,23212.708333333332,1155.1875,2162.0208333333335,121.08333333333333,125.04166666666667,4.568,3.8431,15,10,Sunday,6,True
2023-10-16,28631.729166666668,766.4791666666666,1129.6458333333333,233.85416666666666,233.64583333333334,4.2428,4.069,16,10,Monday,0,False
2023-10-17,26742.583333333332,2219.1041666666665,1621.2083333333333,138.04166666666666,136.0,3.6429,4.2305,17,10,Tuesday,1,False
2023-10-18,26403.708333333332,3928.2916666666665,689.3125,63.770833333333336,67.14583333333333,3.7466,4.2229,18,10,Wednesday,2,False
2023-10-19,26598.875,2999.2708333333335,732.8333333333334,86.58333333333333,118.10416666666667,3.5793,4.2038,19,10,Thursday,3,False
2023-10-20,26205.041666666668,3618.3541666666665,410.3541666666667,68.45454545454545,86.6590909090909,3.76,4.1206,20,10,Friday,4,False
2023-10-22,23743.666666666668,779.8541666666666,1675.3125,253.44444444444446,243.11111111111111,4.0656,3.922,22,10,Sunday,6,True
2023-10-23,27593.104166666668,1257.8541666666667,854.5416666666666,218.52083333333334,213.125,4.1938,3.8502,23,10,Monday,0,False
2023-10-24,28330.625,941.4166666666666,912.9166666666666,202.20833333333334,200.20833333333334,4.0928,3.8432,24,10,Tuesday,1,False
2023-10-25,28684.083333333332,964.6666666666666,1085.7083333333333,225.52083333333334,219.33333333333334,4.1416,3.9075,25,10,Wednesday,2,False
2023-10-26,28666.583333333332,1313.4375,844.8333333333334,197.5,194.875,4.0918,3.9639,26,10,Thursday,3,False
2023-10-27,27565.854166666668,1573.4583333333333,803.8333333333334,182.5625,179.85416666666666,4.1125,4.0371,27,10,Friday,4,False
2023-10-28,24742.6875,2183.8541666666665,784.3958333333334,107.97916666666667,108.0625,4.3452,4.0875,28,10,Saturday,5,True
2023-10-29,24289.38,2506.16,849.54,89.75,89.97916666666667,4.3687,4.149,29,10,Sunday,6,True
2023-10-30,28114.479166666668,1594.125,912.75,162.60416666666666,157.29166666666666,4.346,4.1923,30,10,Monday,0,False
2023-10-31,29240.708333333332,1357.125,713.4375,170.0,161.10416666666666,3.9121,4.2141,31,10,Tuesday,1,False
2023-11-01,28037.25,3017.4791666666665,749.875,80.39583333333333,74.58333333333333,3.2298,4.1883,1,11,Wednesday,2,False
2023-11-02,29034.291666666668,3055.9583333333335,292.6458333333333,88.10416666666667,85.3125,3.4096,4.058,2,11,Thursday,3,False
2023-11-03,28177.604166666668,2177.2916666666665,1078.4583333333333,94.4375,101.5625,3.4636,3.9606,3,11,Friday,4,False
2023-11-04,27362.1875,1115.0,509.3541666666667,157.52083333333334,166.10416666666666,3.6952,3.8679,4,11,Saturday,5,True
2023-11-05,25774.916666666668,1471.7291666666667,1145.6666666666667,151.58333333333334,154.25,3.5633,3.775,5,11,Sunday,6,True
2023-11-06,28918.833333333332,1589.3541666666667,1224.6458333333333,133.35416666666666,131.14583333333334,3.5255,3.1509,6,11,Monday,0,False
2023-11-07,29387.1875,1691.3541666666667,1142.7083333333333,139.45833333333334,140.125,3.5615,3.0337,7,11,Tuesday,1,False
2023-11-08,29899.75,2570.4375,338.8958333333333,115.02083333333333,123.20833333333333,3.5825,2.9836,8,11,Wednesday,2,False
2023-11-09,30452.458333333332,1685.9375,855.4166666666666,155.5,154.375,3.568,3.034,9,11,Thursday,3,False
2023-11-10,30491.208333333332,1340.9166666666667,961.5833333333334,171.5,170.22916666666666,3.5727,3.0566,10,11,Friday,4,False
2023-11-11,27782.208333333332,878.7291666666666,1260.0,181.02083333333334,187.5625,3.5302,3.0722,11,11,Saturday,5,True
2023-11-12,28316.041666666668,1402.5833333333333,326.9583333333333,184.52083333333334,181.375,3.353,3.0486,12,11,Sunday,6,True
2023-11-13,28161.895833333332,3818.1458333333335,814.2083333333334,91.875,89.95833333333333,3.2667,3.5276,13,11,Monday,0,False
2023-11-14,29903.645833333332,2052.6458333333335,371.4583333333333,136.33333333333334,139.875,3.3906,3.4907,14,11,Tuesday,1,False
2023-11-15,29841.0625,1896.8958333333333,949.1666666666666,167.91666666666666,172.47916666666666,3.6165,3.4662,15,11,Wednesday,2,False
2023-11-16,32573.395833333332,537.2916666666666,221.5625,285.125,283.625,3.5951,3.4711,16,11,Thursday,3,False
2023-11-17,30875.395833333332,798.7916666666666,1005.7916666666666,272.1666666666667,263.7708333333333,3.5692,3.475,17,11,Friday,4,False
2023-11-18,26044.708333333332,3121.1666666666665,192.83333333333337,84.91666666666667,81.29166666666667,3.5604,3.4745,18,11,Saturday,5,True
2023-11-19,25380.125,3042.7916666666665,330.5,88.3125,92.89583333333333,3.6003,3.4788,19,11,Sunday,6,True
2023-11-20,29515.125,2010.75,590.9791666666666,172.85416666666666,178.79166666666666,3.7919,3.5141,20,11,Monday,0,False
2023-11-21,30822.166666666668,1629.5208333333333,340.3541666666667,207.02083333333334,212.89583333333334,3.8561,3.5891,21,11,Tuesday,1,False
2023-11-22,29876.979166666668,2956.1458333333335,254.14583333333337,151.77083333333334,151.16666666666666,3.8686,3.6556,22,11,Wednesday,2,False
2023-11-23,27921.270833333332,4112.104166666667,723.8541666666666,77.79166666666667,77.9375,4.0511,3.6917,23,11,Thursday,3,False
2023-11-24,29420.5,2735.2708333333335,794.9791666666666,102.70833333333333,104.6875,4.1659,3.7568,24,11,Friday,4,False
2023-11-25,29906.958333333332,913.2916666666666,1154.7291666666667,166.6875,168.125,4.1504,3.842,25,11,Saturday,5,True
2023-11-26,30793.270833333332,617.9166666666666,200.22916666666663,236.02083333333334,230.27083333333334,4.1593,3.9263,26,11,Sunday,6,True
2023-11-27,32639.5,1739.5416666666667,253.9375,200.79166666666666,196.39583333333334,3.9934,3.412,27,11,Monday,0,False
2023-11-28,33215.854166666664,901.6458333333334,847.0,211.10416666666666,211.97916666666666,3.8446,3.4408,28,11,Tuesday,1,False
2023-11-29,34665.0625,696.4166666666666,770.625,246.0,249.10416666666666,3.6292,3.4391,29,11,Wednesday,2,False
2023-11-30,35367.125,1126.6875,739.1875,263.2916666666667,267.9166666666667,3.7015,3.4049,30,11,Thursday,3,False
2023-12-01,36019.0625,441.9375,840.0,285.5833333333333,283.625,3.7111,3.355,1,12,Friday,4,False
2023-12-02,33826.9375,583.2291666666666,454.7083333333333,284.8125,277.8541666666667,3.8564,3.29,2,12,Saturday,5,True
2023-12-03,33309.6875,743.0833333333334,119.27083333333331,214.83333333333334,206.5625,3.6017,3.248,3,12,Sunday,6,True
2023-12-04,34835.229166666664,2193.0625,89.77083333333333,177.3125,177.4375,3.4556,3.7626,4,12,Monday,0,False
2023-12-05,35294.6875,1169.3333333333333,262.6041666666667,211.83333333333334,214.54166666666666,3.3141,3.6857,5,12,Tuesday,1,False
2023-12-06,35108.6875,1569.4583333333333,751.875,243.83333333333334,244.33333333333334,3.3199,3.6099,6,12,Wednesday,2,False
2023-12-07,33659.1875,3839.6458333333335,70.5,148.14583333333334,150.83333333333334,3.4006,3.5658,7,12,Thursday,3,False
2023-12-08,32151.479166666668,2402.0833333333335,494.9583333333333,158.95833333333334,156.1875,3.2734,3.5228,8,12,Friday,4,False
2023-12-09,28241.979166666668,3533.0625,258.3125,62.145833333333336,62.270833333333336,3.188,3.4602,9,12,Saturday,5,True
2023-12-10,28660.9375,2644.8958333333335,179.58333333333334,95.64583333333333,95.6875,3.211,3.3648,10,12,Sunday,6,True
2023-12-11,32227.541666666668,1608.4791666666667,476.6666666666667,176.3125,176.85416666666666,3.0761,3.3089,11,12,Monday,0,False
2023-12-12,32514.604166666668,1727.7916666666667,283.8958333333333,198.6875,194.35416666666666,2.9226,3.2547,12,12,Tuesday,1,False
2023-12-13,33237.0,1838.5833333333333,282.9166666666667,188.95833333333334,191.9375,2.8879,3.1988,13,12,Wednesday,2,False
2023-12-14,33542.458333333336,1676.5833333333333,293.7916666666667,201.54166666666666,200.97916666666666,2.8311,3.1371,14,12,Thursday,3,False
2023-12-15,31783.979166666668,2173.7708333333335,212.47916666666663,155.0,153.0625,2.6839,3.0557,15,12,Friday,4,False
2023-12-16,27283.1875,3351.9791666666665,383.625,71.33333333333333,71.41666666666667,2.5297,2.9715,16,12,Saturday,5,True
2023-12-17,26337.4375,3878.1875,333.0625,61.770833333333336,62.625,2.5843,2.8775,17,12,Sunday,6,True
