date,national_demand,wind_generation,solar_generation,daily_average_forecast_carbon_intensity,daily_average_actual_carbon_intensity,sap_actual_p_per_kwh,sap_7day_rolling_average_p_per_kwh,day,month,weekday,weekday_number,is_weekend
2023-07-02,17714.729166666668,3013.2708333333335,2531.7708333333335,74.08333333333333,78.54166666666667,3.2729,2.9813,2,7,Sunday,6,True
2023-07-03,21194.0625,2879.1875,2428.7708333333335,70.375,72.29166666666667,3.0712,3.0211,3,7,Monday,0,False
2023-07-04,23979.1875,1327.6041666666667,1585.2291666666667,133.70833333333334,133.6875,2.929,3.0419,4,7,Tuesday,1,False
2023-07-05,22934.895833333332,1402.6666666666667,2581.9791666666665,124.27083333333333,126.20833333333333,2.8748,3.0437,5,7,Wednesday,2,False
2023-07-06,22478.166666666668,1744.0416666666667,2740.4791666666665,144.60416666666666,146.39583333333334,2.6464,3.0404,6,7,Thursday,3,False
2023-07-07,21323.729166666668,2367.2708333333335,3668.5625,108.8125,110.125,2.7218,3.0072,7,7,Friday,4,False
2023-07-08,21559.1875,1547.5,1677.9375,116.10416666666667,122.70833333333333,2.7663,2.9667,8,7,Saturday,5,True
2023-07-09,20361.145833333332,888.4166666666666,2467.4583333333335,159.75,159.70833333333334,2.7941,2.8975,9,7,Sunday,6,True
2023-07-10,23119.645833333332,1644.0833333333333,2103.9375,174.04166666666666,176.79166666666666,2.6142,2.8291,10,7,Monday,0,False
2023-07-11,23212.479166666668,1949.9791666666667,2005.0625,150.0625,155.0625,2.4928,2.7638,11,7,Tuesday,1,False
2023-07-12,22407.854166666668,1926.125,2634.3125,142.77083333333334,155.04166666666666,2.2734,2.7015,12,7,Wednesday,2,False
2023-07-13,23374.833333333332,1154.625,2467.2083333333335,184.125,185.875,2.1875,2.6156,13,7,Thursday,3,False
2023-07-14,24028.625,2228.3333333333335,787.6458333333334,152.6875,149.02083333333334,2.1788,2.55,14,7,Friday,4,False
2023-07-15,18780.333333333332,3346.2291666666665,2594.3125,58.979166666666664,62.125,2.0175,2.4724,15,7,Saturday,5,True
2023-07-16,17970.4375,3389.0833333333335,2514.1458333333335,79.47916666666667,80.85416666666667,1.9735,2.3655,16,7,Sunday,6,True
2023-07-17,22086.6875,1707.8958333333333,2996.1666666666665,127.9375,136.0625,2.0301,2.2482,17,7,Monday,0,False
2023-07-18,24255.020833333332,645.625,1937.9375,219.02083333333334,222.8125,2.2726,2.1648,18,7,Tuesday,1,False
2023-07-19,23706.583333333332,792.25,2593.0,208.14583333333334,209.89583333333334,2.3116,2.1333,19,7,Wednesday,2,False
2023-07-20,23434.333333333332,685.2708333333334,2651.8541666666665,212.3125,213.14583333333334,2.3818,2.1388,20,7,Thursday,3,False
2023-07-21,23050.083333333332,889.7708333333334,2273.1666666666665,203.6875,208.10416666666666,2.4349,2.1666,21,7,Friday,4,False
2023-07-22,21398.770833333332,1619.9791666666667,938.4375,117.29166666666667,117.9375,2.3859,2.2031,22,7,Saturday,5,True
2023-07-23,19421.916666666668,2312.0208333333335,2167.625,83.9375,88.97916666666667,2.2955,2.2558,23,7,Sunday,6,True
2023-07-24,23286.854166666668,1239.9583333333333,1678.1875,170.27083333333334,172.10416666666666,2.4476,2.3018,24,7,Monday,0,False
2023-07-25,22797.4375,861.375,2518.4791666666665,209.22916666666666,208.64583333333334,2.7308,2.3614,25,7,Tuesday,1,False
2023-07-26,23122.1875,1208.1041666666667,2320.6041666666665,183.66666666666666,184.8125,2.5213,2.4269,26,7,Wednesday,2,False
2023-07-27,24076.041666666668,1345.625,1664.6666666666667,170.97916666666666,170.39583333333334,2.3802,2.4568,27,7,Thursday,3,False
2023-07-28,22926.708333333332,1161.8958333333333,1897.7916666666667,195.20833333333334,194.08333333333334,2.1854,2.4566,28,7,Friday,4,False
2023-07-29,18209.145833333332,2396.0833333333335,2804.4375,92.16666666666667,94.60416666666667,2.0573,2.421,29,7,Saturday,5,True
2023-07-30,19081.333333333332,2764.9791666666665,1576.7708333333333,91.375,97.27083333333333,2.0454,2.374,30,7,Sunday,6,True
2023-07-31,23180.729166666668,2040.9583333333333,1006.0208333333334,114.25,111.66666666666667,2.1052,2.3383,31,7,Monday,0,False
