raw_file,processed_file,rows,columns,start_datetime,end_datetime,missing_values,frequency
demanddata_2023.csv,neso_demand_wind_solar_2023_clean.csv,17520,13,2023-01-01,2023-12-31 23:30:00,0,Half-hourly settlement periods
